Year,Artist,Average Rating
2004,madvillain,9.4
2004,harry nilsson,9.4
2004,the red krayola,9.3
2004,loretta lynn,9.3
2004,dungen,9.3
2004,disco inferno,9.3
2004,the walkmen,9.2
2004,talking heads,9.2
2004,the streets,9.1
2004,les savy fav,9.1
2004,franz ferdinand,9.1
2004,bob dylan,9.1
2004,xiu xiu,9.0
2004,vashti bunyan,9.0
2004,steve reid,9.0
2004,saint etienne,9.0
2004,sage francis,9.0
2004,mission of burma,9.0
2004,jeff buckley,9.0
2004,brian wilson,9.0
2004,art bears,9.0
2004,antena,9.0
2004,united states of america,8.9
2004,the kinks,9.2
2004,morrissey,8.9
2004,junior boys,8.9
2004,caetano veloso,8.85
2004,animal collective,8.9
2004,the ex,8.8
2004,remarc,8.8
2004,ornette coleman,8.8
2004,jhann jhannsson,8.8
2004,death comet crew,8.8
2004,brian eno,8.8
2004,annie,8.8
2004,a.c. newman,8.8
2004,the go! team,8.7
2004,the cure,8.7
2004,namelessnumberheadman,8.7
2004,max richter,8.7
2004,heldon,8.7
2004,glenn branca,8.7
2004,ghost,8.7
2004,dj signify,8.7
2004,can,8.35
2004,vic chesnutt,8.6
2004,the foreign exchange,8.6
2004,terrestre,8.6
2004,stina nordenstam,8.6
2004,shugo tokumaru,8.6
2004,morton feldman,8.6
2004,iron & wine,8.6
2004,gang gang dance,8.6
2004,fennesz,8.6
2004,dizzee rascal,8.6
2004,destroyer,8.6
2004,craig taborn,8.6
2004,charalambides,8.6
2004,bruce springsteen,8.6
2004,28th day,8.6
2004,yesterdays new quintet,8.5
2004,wovenhand,8.5
2004,two gallants,8.5
2004,the wind-up bird,8.5
2004,the soft pink truth,8.5
2004,the skygreen leopards,8.5
2004,the plastic constellations,8.5
2004,superpitcher,8.5
2004,supergrass,8.5
2004,sonic youth,8.5
2004,simple minds,8.5
2004,panda bear,8.5
2004,oakley hall,8.5
2004,mirah,8.5
2004,mastodon,8.5
2004,jason forrest,8.5
2004,interpol,8.5
2004,freakwater,8.5
2004,"diplo, m.i.a.",8.5
2004,diamanda gals,8.5
2004,comets on fire,8.5
2004,castanets,8.5
2004,captain beefheart,8.5
2004,anton fier,8.5
2004,"world standard, wechsel garland",8.4
2004,stars,8.4
2004,resplendent,8.4
2004,philippe besombes,8.4
2004,magma,8.4
2004,jon langford,8.4
2004,jackie-o motherfucker,8.4
2004,isis,8.4
2004,hall of fame,8.4
2004,guided by voices,7.7
2004,fugazi,8.4
2004,fela kuti,8.4
2004,excepter,8.4
2004,espers,8.4
2004,drive-by truckers,8.4
2004,dj shadow,8.4
2004,dill,8.4
2004,colleen,8.4
2004,califone,8.4
2004,black forest/black sea,8.4
2004,bjrk,7.55
2004,arthur russell,8.4
2004,yellow swans,8.3
2004,windsor for the derby,8.3
2004,"vijay iyer, mike ladd",8.3
2004,vetiver,8.3
2004,thuja,8.3
2004,thomas dimuzio,8.3
2004,the verve,8.3
2004,the futureheads,8.3
2004,the black keys,8.3
2004,swell maps,8.3
2004,susumu yokota,8.3
2004,scissor sisters,8.3
2004,rocket from the tombs,8.3
2004,reigning sound,8.3
2004,pattern is movement,8.3
2004,of montreal,8.3
2004,nine inch nails,8.3
2004,mileece,8.3
2004,mike ladd,8.3
2004,masta killa,8.3
2004,hymie's basement,8.3
2004,giant sand,8.3
2004,erik friedlander,8.3
2004,deathprod,8.3
2004,death from above 1979,8.3
2004,daniel johnston,8.3
2004,cristina,8.3
2004,controller.controller,8.3
2004,cee-lo green,8.3
2004,battles,8.05
2004,autolux,8.3
2004,air,8.3
2004,adem,8.3
2004,verdure,8.2
2004,trapist,8.2
2004,the secret machines,8.2
2004,the dresden dolls,8.2
2004,the dead texan,8.2
2004,the cansecos,8.2
2004,stars like fleas,8.2
2004,sonic liberation front,8.2
2004,shocking pinks,8.2
2004,secret chiefs 3,8.2
2004,philip jeck,8.2
2004,patrick wolf,8.2
2004,pan sonic,8.2
2004,no. 9,8.2
2004,mils,8.2
2004,melt-banana,8.2
2004,korekyojin,8.2
2004,khanate,8.2
2004,karate,8.2
2004,kanye west,8.2
2004,jim guthrie,8.2
2004,homelife,8.2
2004,hercules,8.2
2004,"henry cow, slapp happy",8.2
2004,ghostface,8.2
2004,erlend ye,8.2
2004,echo and the bunnymen,8.2
2004,de la soul,8.2
2004,dave douglas,8.2
2004,cex,8.2
2004,bad religion,8.2
2004,b.j. nilsen,8.2
2004,architecture in helsinki,8.2
2004,angel molina,8.2
2004,andre ethier,8.2
2004,akufen,8.2
2004,yes,8.1
2004,wire,8.1
2004,the one am radio,8.1
2004,the concretes,8.1
2004,the anomoanon,8.15
2004,sahara hotnights,8.1
2004,pinback,8.1
2004,murs,8.1
2004,mouse on mars,8.1
2004,mellow,8.1
2004,jonathan richman,8.1
2004,jim white,8.1
2004,half cousin,8.1
2004,felix kubin,8.1
2004,feist,8.1
2004,dna,8.1
2004,dirty projectors,8.3
2004,brandon wiard,8.1
2004,antibalas afrobeat orchestra,8.1
2004,wolf eyes,8.0
2004,will oldham,8.0
2004,triola,8.0
2004,tom waits,8.0
2004,todd snider,8.0
2004,the ponys,8.0
2004,the legends,8.0
2004,the homosexuals,8.2
2004,the hold steady,8.0
2004,the good life,7.65
2004,the free design,8.0
2004,the elected,8.0
2004,the distillers,8.0
2004,the comas,8.0
2004,"tatsuya yoshida, satoko fujii",8.0
2004,tangiers,8.0
2004,sunn o))),8.0
2004,solvent,8.0
2004,shrimp boat,8.0
2004,richard buckner,8.0
2004,r. stevie moore,8.0
2004,pidgeon,8.0
2004,pan american,8.0
2004,on!air!library!,8.0
2004,old time relijun,8.0
2004,neil young,8.0
2004,my favorite,8.0
2004,movietone,8.0
2004,michael jackson,8.0
2004,michael gordon,8.0
2004,marissa nadler,8.0
2004,man man,8.0
2004,loop orchestra,8.0
2004,leonard cohen,8.0
2004,klezmatics,8.0
2004,justus khncke,8.0
2004,june panic,8.0
2004,joanna newsom,8.0
2004,gaji,8.0
2004,fly pan am,8.0
2004,fembots,8.0
2004,fan modine,8.0
2004,earlimart,8.0
2004,dios,8.0
2004,devendra banhart,8.2
2004,"daft punk, leiji matsumoto",8.0
2004,calamalka,8.0
2004,busdriver,8.0
2004,bobbie gentry,8.0
2004,bloc party,8.0
2004,black dice,7.95
2004,barbez,8.0
2004,auburn lull,8.0
2004,american music club,8.0
2004,ahleuchatistas,7.9
2004,90 day men,8.0
2004,31knots,8.0
2004,wu-tang clan,7.9
2004,venetian snares,7.2
2004,two lone swordsmen,7.45
2004,tim hecker,7.9
2004,throbbing gristle,7.9
2004,the von bondies,7.9
2004,the earlies,7.9
2004,the citizens,7.9
2004,the album leaf,7.9
2004,tape,7.9
2004,squarepusher,7.9
2004,skeletons,7.9
2004,sir richard bishop,7.9
2004,richard crandell,7.9
2004,prince po,7.9
2004,pas/cal,7.9
2004,oren ambarchi,7.9
2004,neptune,7.9
2004,nathan michel,7.9
2004,murcof,7.9
2004,modest mouse,6.45
2004,mars,7.9
2004,konk,7.9
2004,keith hudson,7.9
2004,"joel rl phelps, the downer trio",7.9
2004,jean grae,7.9
2004,frost,7.9
2004,ez t,7.9
2004,entrance,7.9
2004,efterklang,7.9
2004,edith frost,7.9
2004,dj zeph,7.9
2004,dj clever,7.9
2004,despistado,7.9
2004,dan friel,7.9
2004,candi staton,7.9
2004,broken family band,7.9
2004,blonde redhead,7.9
2004,blackout beach,7.9
2004,beastie boys,7.85
2004,"azeem, variable unit",7.9
2004,annette peacock,7.9
2004,zane trow,7.8
2004,willie nelson,7.8
2004,wagon christ,7.8
2004,various artists,7.81
2004,tv on the radio,7.8
2004,trouble with sweeney,7.8
2004,triosk,7.8
2004,tobias thomas,7.8
2004,tin hat trio,7.8
2004,tim berne,7.8
2004,the vandermark five,7.8
2004,the thermals,7.8
2004,the strange,7.8
2004,the real tuesday weld,7.8
2004,the like young,7.8
2004,the divine comedy,7.8
2004,the court & spark,7.6
2004,the blithe sons,7.8
2004,"the black heart procession, solbakken",7.8
2004,thalia zedek,7.8
2004,susanna and the magical orchestra,7.8
2004,subtle,7.8
2004,sondre lerche,7.8
2004,sixtoo,7.8
2004,sigur rs,6.65
2004,rogue wave,7.8
2004,oh no,7.8
2004,nick cave & the bad seeds,7.8
2004,mount eerie,7.8
2004,mochipet,7.8
2004,millennium,7.8
2004,migala,7.8
2004,los amigos invisibles,7.8
2004,"lisa gerrard, patrick cassidy",7.8
2004,les georges leningrad,7.6
2004,joseph arthur,7.8
2004,infinite livez,7.8
2004,icarus line,7.8
2004,ian matthews,7.8
2004,greg davis,7.8
2004,fripp & eno,7.8
2004,friends of dean martinez,7.8
2004,fingathing,7.8
2004,felix da housecat,7.8
2004,emperor x,7.8
2004,eleventh dream day,7.8
2004,elbow,7.8
2004,"ekkehard ehlers, joseph suchy, franz hautzinger",7.8
2004,doseone,7.8
2004,doctor rockit,7.8
2004,deadbeat,7.8
2004,david kilgour,7.8
2004,dacm,7.8
2004,current 93,8.55
2004,crime,7.8
2004,clouddead,7.8
2004,chromatics,7.8
2004,brad mehldau,7.8
2004,born heller,7.8
2004,biosphere,7.8
2004,all night radio,7.8
2004,will johnson,7.7
2004,ween,7.7
2004,uncut,7.7
2004,trouble everyday,7.7
2004,the owls,7.7
2004,the double,7.7
2004,the decemberists,7.7
2004,the advantage,7.7
2004,sons and daughters,7.7
2004,"radioinactive, antimc",7.7
2004,pigeon funk,7.7
2004,okkervil river,7.7
2004,noxagt,7.7
2004,neotropic,7.7
2004,mystic chords of memory,7.7
2004,michael johnson,7.7
2004,machinedrum,7.7
2004,laura veirs,7.7
2004,knockout pills,7.7
2004,khonnor,7.7
2004,ken stringfellow,7.7
2004,"josephine foster, the supposed",7.7
2004,john tejada,7.7
2004,ill bill,7.7
2004,hot snakes,7.7
2004,freedy johnston,7.7
2004,fe-mail,7.7
2004,engine down,7.7
2004,einstrzende neubauten,7.6
2004,dj /rupture,7.7
2004,decahedron,7.7
2004,crown city rockers,7.7
2004,chicken lips,7.7
2004,channels,7.7
2004,cerberus shoal,7.7
2004,bark psychosis,7.7
2004,anders parker,7.7
2004,absolute grey,7.7
2004,wiley,7.6
2004,viva voce,7.6
2004,tower recordings,7.6
2004,these arms are snakes,7.6
2004,thee silver mountain reveries,7.6
2004,the polyphonic spree,7.6
2004,the minus 5,7.5
2004,the legendary pink dots,7.6
2004,the knife,7.6
2004,the delgados,7.25
2004,tarentel,7.6
2004,tanakh,7.85
2004,talib kweli,7.6
2004,stereolab,7.6
2004,sparta,7.6
2004,six organs of admittance,7.8
2004,pj harvey,7.6
2004,"philip jeck, janek schaefer",7.6
2004,papa m,7.75
2004,neko case,7.6
2004,natural dreamers,7.6
2004,music a.m.,7.6
2004,mice parade,7.6
2004,lucero,7.6
2004,lanterna,7.6
2004,keith fullerton whitman,7.65
2004,john wilkes booze,7.6
2004,"john cale, nico, lou reed",7.6
2004,jesse sykes & the sweet hereafter,7.6
2004,"james yorkston, the athletes",7.6
2004,iven schmidt,7.6
2004,iqu,7.6
2004,head of femur,7.6
2004,hair police,7.6
2004,flssin,7.6
2004,"faust, dlek",7.6
2004,"doug hilsinger, caroleen beatty",7.6
2004,division of laura lee,7.6
2004,david byrne,7.6
2004,claro intelecto,7.6
2004,bing ji ling,7.6
2004,asheru & blue black,7.6
2004,aero,7.6
2004,abstrackt keal agram,6.9
2004,a cricket in times square,7.6
2004,50footwave,7.6
2004,+/-,7.6
2004,zoot woman,7.5
2004,yuka honda,7.5
2004,william shatner,7.5
2004,wilco,7.05
2004,united state of electronica,7.5
2004,tom recchion,7.5
2004,tilly and the wall,7.5
2004,the strugglers,7.5
2004,the hives,7.6
2004,the blood brothers,7.5
2004,son ambulance,7.5
2004,smoke and smoke,7.5
2004,skywave,7.5
2004,shuggie otis,7.5
2004,shearwater,7.5
2004,saturday looks good to me,7.5
2004,r.a. the rugged man,7.5
2004,q and not u,7.5
2004,psapp,7.5
2004,paul schneider,7.5
2004,paik,7.5
2004,omar rodriguez-lpez,7.5
2004,octet,7.5
2004,moris tepper,7.5
2004,minus story,7.5
2004,mike watt,7.5
2004,mike doughty,7.5
2004,mf doom,7.5
2004,metal fingers,7.5
2004,medications,7.5
2004,marah,7.5
2004,lali puna,7.5
2004,l.a. carnival,7.5
2004,kill me tomorrow,7.5
2004,kevin blechdom,7.5
2004,keren ann,7.5
2004,john adams,7.5
2004,guitar wolf,7.5
2004,graham coxon,7.5
2004,"gene estribou, jean-paul pickens",7.5
2004,fuck,7.5
2004,frog eyes,7.6
2004,flamin' groovies,7.5
2004,esmerine,7.5
2004,egg,7.5
2004,dead combo,7.5
2004,chicago underground trio,7.5
2004,camera obscura,7.75
2004,calexico,7.5
2004,azure ray,7.5
2004,arbouretum,7.5
2004,white magic,7.4
2004,twilight singers,7.55
2004,tristeza,7.4
2004,tindersticks,7.6
2004,the necks,7.4
2004,the caribbean,7.4
2004,shalabi effect,7.4
2004,scientific american,7.4
2004,schlammpeitziger,7.4
2004,savath y savalas,7.15
2004,paul brill,7.4
2004,patterson hood,7.4
2004,oneida,7.6
2004,norfolk & western,7.4
2004,nina nastasia,7.4
2004,macha,7.4
2004,losoul,7.4
2004,lambchop,7.4
2004,k-os,7.4
2004,julie doiron,7.4
2004,john frusciante,7.15
2004,"henry flynt, the insurrections",7.4
2004,frank black,7.4
2004,evergreen,7.4
2004,erick sermon,7.4
2004,desert sessions,7.4
2004,dead raven choir,7.4
2004,david grubbs,7.4
2004,davd garza,7.4
2004,currituck co.,7.4
2004,cerys matthews,7.4
2004,breather resist,7.4
2004,boom bip,7.4
2004,amps for christ,7.4
2004,amon tobin,7.4
2004,tussle,7.3
2004,turing machine,7.3
2004,triosk meets jan jelinek,7.3
2004,tift merritt,7.3
2004,the places,7.3
2004,tahiti 80,7.3
2004,sleepytime gorilla museum,7.3
2004,skyphone,7.3
2004,simon joyner,7.3
2004,"sachiko m, otomo yoshihide, toshimaru nakamura",7.3
2004,roy ayers,7.3
2004,ron sexsmith,7.3
2004,relict,7.3
2004,rainstick orchestra,7.3
2004,piano magic,7.3
2004,phantom planet,7.3
2004,orbital,7.3
2004,oranger,7.3
2004,mountaineers,7.3
2004,mindflayer,7.3
2004,matthew sweet,7.3
2004,madrugada,7.3
2004,luna,7.3
2004,los halos,7.3
2004,kings of convenience,7.3
2004,"jello biafra, melvins",7.3
2004,jack nitzsche,7.3
2004,icy demons,7.3
2004,i love you but i've chosen darkness,7.3
2004,hurricane lamps,7.3
2004,gravenhurst,7.2
2004,grandaddy,7.3
2004,ellen allien,7.3
2004,dj krush,7.3
2004,detachment kit,7.3
2004,chromeo,7.3
2004,chris richards,7.3
2004,call and response,7.3
2004,bruces,7.3
2004,bibio,7.3
2004,baby blak,7.3
2004,"autechre, hafler trio",7.3
2004,"au, reynols, erdem helvacioglu, chris delaurenti, matmos",7.3
2004,apparat,7.3
2004,vcr,7.2
2004,the sadies,7.2
2004,the robot ate me,7.2
2004,sunburned hand of the man,6.8
2004,stephin merritt,7.2
2004,skalpel,7.2
2004,saul williams,7.2
2004,robyn hitchcock,7.2
2004,pipi skid,7.2
2004,paul westerberg,6.95
2004,parts & labor,7.2
2004,"non, boyd rice",7.2
2004,nas,7.2
2004,moco,7.2
2004,midnight movies,7.2
2004,mclusky,7.2
2004,matthew shipp,7.2
2004,mark lanegan,7.4
2004,lot six,7.2
2004,kmd,7.2
2004,kinski,7.2
2004,kinky,7.2
2004,kid dakota,7.2
2004,juana molina,7.2
2004,josh roseman,7.2
2004,john chantler,7.2
2004,i am the world trade center,7.2
2004,green day,7.2
2004,galaxie 500,7.2
2004,flat earth society,7.2
2004,elliott smith,7.2
2004,el-p,7.2
2004,eagles of death metal,7.2
2004,daedelus,7.2
2004,cyann & ben,7.2
2004,charlemagne,7.2
2004,"cex, kid606",7.2
2004,caural,7.2
2004,carissa's wierd,7.2
2004,bluegrazer,7.2
2004,bambi molesters,7.2
2004,aloha,7.2
2004,"yannis kyriakides, andy moor",7.1
2004,"tom z, gilberto assis",7.1
2004,thomas brinkmann,7.1
2004,the veils,7.1
2004,the libertines,7.1
2004,the graves,7.1
2004,terror at the opera,7.1
2004,takashi wada,7.1
2004,silkworm,7.1
2004,sankofa,7.1
2004,sami koivikko,7.1
2004,romanowski,7.1
2004,rockfour,7.1
2004,radian,7.1
2004,plush,7.1
2004,patti smith,7.1
2004,onelinedrawing,7.1
2004,meow meow,7.1
2004,masta ace,7.1
2004,king creosote,7.1
2004,john lennon,7.1
2004,jake fairley,7.1
2004,"jack white, alison krauss",7.1
2004,hepcat,7.1
2004,eltro,7.1
2004,electric company,7.1
2004,dr. mix and the remix,7.1
2004,descendents,7.0
2004,d. yellow swans,7.1
2004,br. danielson,7.1
2004,ataxia,7.1
2004,arve henriksen,7.1
2004,vordul mega,7.0
2004,tram,7.0
2004,theodore unit,7.0
2004,the residents,7.0
2004,the nels cline singers,7.0
2004,the gris gris,7.0
2004,the girls,7.0
2004,the fucking am,7.0
2004,the frames,7.0
2004,the capitol years,7.0
2004,the bloodthirsty lovers,7.0
2004,the (international) noise conspiracy,7.0
2004,ted leo and the pharmacists,7.0
2004,super furry animals,7.0
2004,sound providers,7.0
2004,slowblow,7.0
2004,rjd2,7.0
2004,ratatat,7.7
2004,probot,7.0
2004,poster children,7.3
2004,petracovich,7.0
2004,peggy honeywell,7.0
2004,pedal steel transmission,7.0
2004,paul burch,7.0
2004,old 97's,7.0
2004,now it's overhead,7.0
2004,nice device,7.0
2004,neurosis,7.0
2004,mugison,7.0
2004,miss kittin,7.0
2004,mekons,7.0
2004,little wings,7.0
2004,jon brion,7.0
2004,jolie holland,7.0
2004,jens lekman,7.0
2004,goodie mob,7.0
2004,george,7.0
2004,gary wilson,7.0
2004,food for animals,7.0
2004,fog,7.0
2004,fancey,7.0
2004,elizabeth anka vajagic,7.0
2004,duo505,7.0
2004,don zientara,7.0
2004,diplo,7.0
2004,consequence,7.0
2004,charmparticles,7.0
2004,camper van beethoven,7.0
2004,boyracer,7.0
2004,apes,7.0
2004,aeroc,7.0
2004,!!!,7.0
2004,volebeats,6.9
2004,viktor vaughn,6.9
2004,vera cruise,6.9
2004,u2,6.9
2004,the mountain goats,6.9
2004,the frequency,6.9
2004,the beta band,6.9
2004,the autumn defense,6.9
2004,sloan,6.9
2004,six parts seven,6.9
2004,shyne,6.9
2004,shivaree,6.9
2004,richard youngs,6.9
2004,quantic,6.9
2004,pink grease,6.9
2004,"organum, z'ev",6.9
2004,my morning jacket,7.2
2004,melvin van peebles,6.9
2004,mats gustafsson,6.9
2004,jason molina,6.9
2004,ill lit,6.9
2004,hu vibrational,6.9
2004,guapo,6.9
2004,dani siciliano,6.9
2004,cocorosie,6.9
2004,clinic,6.9
2004,chicks on speed,6.9
2004,broken spindles,6.9
2004,black eyes,6.9
2004,belle and sebastian,6.9
2004,ammoncontact,6.9
2004,aluminium group,6.9
2004,afrika bambaataa,6.9
2004,20 miles,6.9
2004,the firebird band,6.8
2004,the dillinger escape plan,6.8
2004,"the autumn defense, hem",6.8
2004,sunroof!,6.8
2004,steve earle,6.8
2004,rocket from the crypt,6.8
2004,regina spektor,6.8
2004,rah bras,6.8
2004,raekwon,6.8
2004,rachel goswell,6.8
2004,nagisa ni te,6.8
2004,ming + fs,6.8
2004,matthew dear,6.8
2004,m83,6.8
2004,lusine,6.8
2004,koushik,6.8
2004,high water marks,6.8
2004,her space holiday,6.85
2004,hella,6.8
2004,hayden,6.8
2004,"elvis costello, the imposters",6.8
2004,blues explosion,6.8
2004,beep beep,6.8
2004,beans,6.8
2004,b. fleischmann,6.8
2004,apsci,6.8
2004,acid mothers temple,6.8
2004,the shaggs,6.7
2004,the finn brothers,6.7
2004,the coral,6.7
2004,snow patrol,6.7
2004,sally timms,6.7
2004,s prcss,6.7
2004,rilo kiley,6.7
2004,prosaics,6.7
2004,phoenix,6.7
2004,limblifter,6.7
2004,"jay z, r. kelly",6.7
2004,grant lee buffalo,6.7
2004,girlsareshort,6.7
2004,frausdots,6.7
2004,by the end of tonight,6.7
2004,blanche,6.7
2004,"yasunao tone, florian hecker",6.6
2004,the notwist,6.6
2004,the guild league,6.6
2004,passage,6.6
2004,p.g. six,6.6
2004,mono,6.6
2004,handsome boy modeling school,6.6
2004,dolorean,6.6
2004,dj koze,6.6
2004,catheters,6.6
2004,andy partridge,6.6
2004,the presidents of the united states of america,6.5
2004,the mae shi,6.5
2004,the cardigans,6.5
2004,the brian jonestown massacre,7.15
2004,shannon wright,6.5
2004,lou reed,6.5
2004,kimya dawson,6.5
2004,kelis,6.5
2004,john cale,6.5
2004,jay farrar,6.5
2004,eminem,6.5
2004,david cross,6.5
2004,colder,6.5
2004,brand nubian,6.5
2004,blockhead,6.5
2004,arto lindsay,6.5
2004,velvet crush,6.4
2004,twista,6.4
2004,the paper chase,6.4
2004,smith & mighty,6.4
2004,paco,6.4
2004,minus the bear,6.4
2004,kat cosm,6.4
2004,"fennesz, keith rowe",6.4
2004,capitol k,6.4
2004,biz markie,6.4
2004,ben kweller,6.4
2004,azita,6.4
2004,athlete,6.4
2004,wannadies,6.3
2004,vast aire,6.3
2004,thee shams,6.3
2004,telefon tel aviv,6.3
2004,tanya donelly,6.3
2004,syd barrett,6.3
2004,spokane,6.3
2004,nirvana,6.3
2004,nellie mckay,6.3
2004,matt sharp,6.3
2004,manic street preachers,6.3
2004,liars,6.3
2004,dogs die in hot cars,6.3
2004,del tha funkee homosapien,6.3
2004,bigger lovers,6.3
2004,weird war,6.2
2004,panthers,6.2
2004,mighty casey,6.2
2004,kpt.michi.gan,6.2
2004,tom zacharias,6.1
2004,the pearlfishers,6.1
2004,the microphones,6.1
2004,the chinese stars,6.1
2004,slum village,6.1
2004,non phixion,6.1
2004,knifehandchop,6.1
2004,husbands,6.1
2004,danger mouse,6.9
2004,cut chemist,6.1
2004,communiqu,6.1
2004,cat power,6.1
2004,at the drive-in,6.1
2004,an albatross,6.1
2004,trans am,6.0
2004,to rococo rot,6.0
2004,the thrills,6.0
2004,the narrator,6.0
2004,the locust,6.0
2004,the high llamas,6.0
2004,the beatles,6.0
2004,sufjan stevens,7.05
2004,rufus wainwright,6.0
2004,liz janes,6.0
2004,john vanderslice,6.95
2004,i am x,6.0
2004,eyedea & abilities,6.0
2004,doves,6.0
2004,delays,6.0
2004,deerhoof,6.8
2004,bumblebeez 81,6.0
2004,boredoms,6.45
2004,bebel gilberto,6.0
2004,aveo,6.0
2004,asobi seksu,6.0
2004,"!!!, out hud",6.0
2004,westside connection,5.9
2004,summer hymns,5.9
2004,pearl jam,5.9
2004,martina topley-bird,5.9
2004,j.u.f.,5.9
2004,ian broudie,5.9
2004,gift of gab,5.9
2004,french kicks,5.9
2004,finishing school,5.9
2004,fantmas,5.9
2004,eszter balint,5.9
2004,depeche mode,5.9
2004,client,5.9
2004,the rogers sisters,5.8
2004,the hidden cameras,5.8
2004,the fall,7.67
2004,rtx,5.8
2004,royal city,5.8
2004,rob mazurek,5.8
2004,prince,5.8
2004,ooioo,5.8
2004,on the speakers,5.8
2004,moving units,5.8
2004,landing,5.8
2004,joy division,5.8
2004,hecker,5.8
2004,"bobby conn, the glass gypsies",5.8
2004,amon dl,5.8
2004,the waxwings,5.7
2004,mary lou lord,5.7
2004,isobel campbell,5.7
2004,hope of the states,5.7
2004,gomez,5.7
2004,endochine,5.7
2004,elf power,5.7
2004,beauty pill,5.7
2004,the bad plus,5.6
2004,seachange,5.6
2004,nedelle & thom,5.6
2004,eberhard weber,5.6
2004,challenger,5.6
2004,broken social scene,6.55
2004,"volcano, i'm still excited!!",5.5
2004,the faint,5.5
2004,the donnas,5.5
2004,monk hughes & the outer realm,5.5
2004,explosions in the sky,5.5
2004,ativin,5.5
2004,the roots,5.4
2004,numbers,5.4
2004,mos def,5.4
2004,lansing-dreiden,5.4
2004,helmet,5.4
2004,vaz,5.3
2004,they might be giants,6.2
2004,ogurusu norihide,5.3
2004,joan of arc,5.3
2004,tortoise,5.2
2004,the killers,5.2
2004,r.e.m.,5.2
2004,"mirah, black cat orchestra",5.2
2004,martin rev,5.2
2004,kasabian,5.2
2004,ben folds five,5.2
2004,arthur brown,5.2
2004,mcenroe and birdapres,5.1
2004,laika,5.1
2004,isan,5.1
2004,gwen stefani,5.1
2004,auteurs,5.1
2004,vietnam,5.0
2004,valley of the giants,5.0
2004,unkle,5.0
2004,the silent league,5.0
2004,the music,5.0
2004,the mooney suzuki,5.0
2004,the helio sequence,5.0
2004,preston school of industry,5.0
2004,mix master mike,5.0
2004,jason anderson,5.0
2004,bonnie prince billy,5.0
2004,ariel pink's haunted graffiti,5.0
2004,kings of leon,4.9
2004,a band of bees,4.9
2004,tom carter,4.8
2004,robert henke,4.8
2004,adventure time,4.8
2004,pedro the lion,4.7
2004,wesley willis,4.6
2004,matt & bubba kadane,4.6
2004,for stars,4.6
2004,fatboy slim,4.6
2004,surferosa,4.5
2004,schneider tm,4.5
2004,mm,4.5
2004,wonderful,4.4
2004,voodoo child,4.2
2004,vhs or beta,4.2
2004,young gunz,4.1
2004,statistics,4.0
2004,datsuns,4.0
2004,courtney love,4.0
2004,willard grant conspiracy,3.9
2004,the prodigy,3.9
2004,dub narcotic,3.9
2004,vladislav delay,3.8
2004,the smiths,3.7
2004,razorlight,3.7
2004,martinis,3.7
2004,faun fables,3.7
2004,the unicorns,3.6
2004,the sunshine fix,3.5
2004,automato,3.5
2004,sluta leta,3.4
2004,aberfeldy,3.4
2004,nick drake,5.0
2004,le tigre,3.3
2004,hint hint,3.3
2004,dwarves,3.3
2004,maritime,3.2
2004,headset,3.2
2004,damon albarn,3.2
2004,ryan adams,3.1
2004,n.e.r.d.,3.1
2004,ben lee,3.1
2004,spalding rockwell,3.0
2004,massive attack,3.0
2004,jimmy eat world,3.0
2004,bottle rockets,3.0
2004,badly drawn boy,3.0
2004,whirlwind heat,2.9
2004,rise against,2.9
2004,keane,2.8
2004,sharkey,2.7
2004,bravehearts,2.5
2004,jawbreaker,2.3
2004,snoop dogg,2.1
2004,radio 4,2.1
2004,foreign legion,2.1
2004,brassy,2.0
2004,har mar superstar,1.9
2004,daft punk,1.3
2004,the zombies,5.1
2004,travis morrison,0.0
2005,neutral milk hotel,10.0
2005,dj shadow,8.85
2005,bruce springsteen,10.0
2005,luomo,9.7
2005,ramones,9.6
2005,billie holiday,9.6
2005,kanye west,9.5
2005,basement jaxx,9.5
2005,patti smith,9.4
2005,the velvet underground,9.3
2005,the slits,9.3
2005,orange juice,9.3
2005,bob dylan,9.3
2005,albert ayler,9.3
2005,wolf parade,8.15
2005,sufjan stevens,9.2
2005,guided by voices,8.1
2005,belle and sebastian,9.2
2005,the prodigy,9.1
2005,talking heads,9.1
2005,keith fullerton whitman,8.0
2005,13th floor elevators,9.1
2005,the new pornographers,9.0
2005,sleater-kinney,9.0
2005,kraftwerk,9.0
2005,johnny cash,9.0
2005,funkadelic,9.0
2005,deerhoof,8.45
2005,clap your hands say yeah,9.0
2005,animal collective,9.0
2005,the stooges,8.9
2005,sunn o))),8.45
2005,art brut,8.9
2005,alan braxe,8.9
2005,afx,7.02
2005,edan,8.8
2005,can,8.8
2005,architecture in helsinki,8.8
2005,the hold steady,8.7
2005,the go! team,8.3
2005,the band,8.7
2005,stephen malkmus and the jicks,8.7
2005,sharon jones and the dap-kings,8.7
2005,michael jackson,8.7
2005,love is all,8.7
2005,elvis costello,8.7
2005,david axelrod,8.7
2005,cam'ron,8.7
2005,build an ark,8.7
2005,vitalic,8.6
2005,serena-maneesh,8.6
2005,richard hell,8.6
2005,m.i.a.,8.6
2005,hood,8.6
2005,giorgio moroder,8.6
2005,common,8.6
2005,clogs,8.6
2005,ada,8.6
2005,wilderness,8.5
2005,vashti bunyan,8.5
