Year,Artist,Average Rating
1999,bonnie prince billy,10.0
1999,the dismemberment plan,9.6
1999,underworld,8.15
1999,tom waits,9.5
1999,the avalanches,9.5
1999,roots manuva,9.5
1999,can,9.5
1999,wilco,9.4
1999,sigur rs,9.4
1999,to rococo rot,9.3
1999,built to spill,9.3
1999,califone,9.2
1999,blur,9.1
1999,the chemical brothers,6.9
1999,caetano veloso,9.0
1999,the delgados,8.9
1999,sam prekop,8.9
1999,robyn hitchcock,8.9
1999,lilys,8.75
1999,coldcut,8.9
1999,mos def,8.7
1999,modest mouse,8.7
1999,les savy fav,8.6
1999,jimi tenor,8.6
1999,archer prewitt,8.6
1999,u.s. maple,8.5
1999,stewart walker,8.5
1999,le tigre,8.5
1999,brokeback,8.5
1999,red stars theory,8.4
1999,plaid,7.6
1999,pedro the lion,8.4
1999,lee hazlewood,8.4
1999,burning airlines,8.4
1999,appendix out,8.4
1999,takako minekawa,7.7
1999,macha,8.3
1999,juno,8.3
1999,friends of dean martinez,8.3
1999,beulah,8.3
1999,kristin hersh,8.2
1999,ken vandermark's joe harriott project,8.2
1999,damien jurado,8.2
1999,snow patrol,8.1
1999,richard buckner,8.1
1999,poster children,8.1
1999,make-up,8.1
1999,looper,8.1
1999,isotope 217,8.1
1999,bailter space,8.1
1999,ui,8.0
1999,trans am,8.0
1999,the ladybug transistor,8.0
1999,songs: ohia,8.0
1999,rachel's,8.0
1999,my morning jacket,8.0
1999,matthew shipp,8.0
1999,fugazi,8.0
1999,fiona apple,8.0
1999,east river pipe,8.0
1999,clinic,8.0
1999,bows,8.0
1999,banco de gaia,8.0
1999,arling and cameron,8.0
1999,sloan,7.9
1999,"gregg bendian, nels cline",7.9
1999,cristian vogel,7.9
1999,starflyer 59,8.15
1999,simon joyner,7.8
1999,mansun,7.8
1999,june of 44,7.8
1999,superchunk,7.7
1999,grant hart,7.7
1999,edith frost,7.7
1999,xtc,7.9
1999,wheat,7.6
1999,thievery corporation,7.6
1999,they might be giants,7.6
1999,the wedding present,6.55
1999,the the,7.6
1999,solex,7.6
1999,the mendoza line,7.5
1999,the bevis frond,7.5
1999,squarepusher,7.5
1999,quannum,7.5
1999,nobukazu takemura,7.5
1999,mark lanegan,7.5
1999,cul de sac,7.5
1999,cornelius,6.45
1999,bis,6.3
1999,the vandermark five,7.4
1999,the magnetic fields,8.2
1999,sebadoh,7.4
1999,robert pollard and doug gillard,7.4
1999,pan sonic,7.4
1999,matthew sweet,7.4
1999,tram,7.3
1999,john wesley harding,7.3
1999,david sylvian,7.3
1999,radar bros.,7.2
1999,pole,7.2
1999,pinback,7.2
1999,don caballero,7.2
1999,bright eyes,7.2
1999,timeout drawer,7.1
1999,the jon spencer blues explosion,7.1
1999,madder rose,7.1
1999,fantastic plastic machine,7.1
1999,duster,7.1
1999,warn defever,7.0
1999,gorky's zygotic mynci,7.0
1999,cowboy junkies,7.0
1999,barbara manning,7.0
1999,josh wink,6.9
1999,jawbreaker,6.9
1999,her space holiday,6.9
1999,french kicks,6.9
1999,two lone swordsmen,8.05
1999,red hot chili peppers,6.8
1999,q-tip,6.8
1999,luna,6.8
1999,julie doiron,6.8
1999,funkstrung,6.8
1999,the cinematic orchestra,6.7
1999,teen idols,6.7
1999,muse,6.7
1999,fly pan am,6.7
1999,love as laughter,6.6
1999,bogdan raczynski,6.6
1999,barcelona,6.6
1999,unwound,6.5
1999,self,6.5
1999,neil hamburger,6.5
1999,saint etienne,6.4
1999,echo and the bunnymen,6.4
1999,unrest,6.4
1999,quasi,6.3
1999,mojave 3,6.3
1999,leftfield,6.3
1999,"tortoise, the ex",6.2
1999,luke slater,6.2
1999,black box recorder,6.2
1999,mogwai,6.1
1999,alejandro escovedo,6.1
1999,verbena,6.0
1999,the wisdom of harry,6.0
1999,swans,6.0
1999,sally timms,6.0
1999,idlewild,6.0
1999,hellacopters,5.65
1999,grandaddy,6.0
1999,"ben harper, the innocent criminals",6.0
1999,the rentals,5.9
1999,man or astro-man?,5.9
1999,the high llamas,5.8
1999,jason falkner,5.8
1999,the cars,5.7
1999,ghost,7.2
1999,euphone,5.7
1999,deerhoof,5.7
1999,autechre,6.7
1999,arcwelder,5.7
1999,freakwater,5.5
1999,plone,5.4
1999,nightmares on wax,5.4
1999,robert pollard,5.3
1999,labradford,5.3
1999,everything but the girl,5.3
1999,cocteau twins,5.3
1999,buffalo daughter,5.2
1999,fountains of wayne,5.1
1999,-ziq,5.1
1999,moby,5.0
1999,soundtrack,4.9
1999,"-ziq, kazumi",4.9
1999,lullaby for the working class,4.8
1999,dressy bessy,4.8
1999,comet gain,4.8
1999,cassius,4.8
1999,david bowie,4.7
1999,various artists,6.8
1999,stereophonics,4.4
1999,faithless,4.4
1999,the herbaliser,4.2
1999,bobby conn,4.2
1999,texas,4.0
1999,old 97's,4.0
1999,iqu,3.9
1999,momus,5.1
1999,kid loco,5.4
1999,jad fair,3.7
1999,art of noise,3.6
1999,kelley stoltz,3.5
1999,stereolab,3.4
1999,ben folds five,3.3
1999,pet shop boys,3.2
1999,the music tapes,2.7
1999,caustic resin,2.4
1999,the get up kids,3.55
1999,nine inch nails,2.0
1999,old time relijun,0.3
1999,wolfie,0.2
2000,radiohead,10.0
2000,pink floyd,10.0
2000,modest mouse,9.35
2000,two lone swordsmen,9.3
2000,clinic,9.3
2000,the microphones,9.2
2000,max tundra,9.2
2000,jackie-o motherfucker,9.2
2000,the sea and cake,9.0
2000,ryan adams,9.0
2000,godspeed you! black emperor,9.0
2000,gas,9.0
2000,a silver mt. zion,9.0
2000,tarwater,8.9
2000,pinetop seven,8.9
2000,dirty three,8.9
2000,boards of canada,8.9
2000,animal collective,8.9
2000,summer hymns,8.8
2000,arovane,8.8
2000,trans am,8.0
2000,les savy fav,8.7
2000,common,8.7
2000,asian dub foundation,8.7
2000,mike ladd,8.6
2000,matthew shipp,8.6
2000,johnny cash,8.6
2000,isotope 217,8.6
2000,blur,8.6
2000,badly drawn boy,8.6
2000,the mountain goats,8.5
2000,the beta band,8.5
2000,safety scissors,8.5
2000,plaid,8.5
2000,grandaddy,8.5
2000,fela kuti,8.5
2000,the who,8.4
2000,the peter brtzmann sextet / quartet,8.4
2000,the eternals,8.4
2000,susumu yokota,8.4
2000,mira calix,8.4
2000,duster,8.4
2000,crooked fingers,8.4
2000,takako minekawa,8.3
2000,sleater-kinney,8.3
2000,shellac,8.3
2000,quickspace,8.3
2000,of montreal,8.3
2000,mogwai,8.3
2000,low,8.3
2000,idlewild,8.3
2000,dat politics,8.3
2000,califone,8.3
2000,the wisdom of harry,8.2
2000,damien jurado,5.3
2000,bablicon,8.0
2000,arab strap,8.3
2000,the essex green,8.1
2000,steve earle,8.1
2000,primal scream,8.1
2000,john vanderslice,8.1
2000,"john cale, tony conrad, angus maclise, la monte young, marian zazeela",8.1
2000,xtc,8.0
2000,ween,8.0
2000,"vic chesnutt, mr. & mrs. keneipp",8.0
2000,the jim yoshii pile-up,8.0
2000,the for carnation,8.0
2000,sigur rs,8.0
2000,mirah,8.0
2000,microstoria,8.0
2000,goldfrapp,8.0
2000,faraquet,8.0
2000,enon,8.0
2000,cursive,8.0
2000,amon tobin,8.55
2000,764-hero,8.0
2000,the fire show,7.9
2000,talib kweli & hi-tek,7.9
2000,super furry animals,7.9
2000,spoon,7.9
2000,portastatic,7.9
2000,mouse on mars,7.9
2000,macha loved bedhead,7.9
2000,karate,7.9
2000,guided by voices,6.2
2000,do make say think,7.9
2000,destroyer,7.9
2000,david grubbs,7.9
2000,chris knox,7.9
2000,calexico,7.9
2000,buffalo tom,7.9
2000,boredoms,7.9
2000,travis,7.8
2000,the mendoza line,7.3
2000,the black heart procession,7.8
2000,sin ropas,7.8
2000,red stars theory,7.8
2000,poster children,7.8
2000,pole v. four tet,7.8
2000,pan american,7.8
2000,man or astro-man?,7.8
2000,chicago underground duo,7.8
2000,broadcast,7.8
2000,"big'n, oxes",7.8
2000,various artists,6.7
2000,underworld,7.7
2000,the smashing pumpkins,5.95
2000,starlight mints,7.7
2000,spring heel jack,6.93
2000,saint etienne,7.7
2000,pram,7.7
2000,everything but the girl,7.7
2000,red snapper,7.6
2000,pluramon,7.6
2000,merle haggard,7.6
2000,mates of state,7.6
2000,hot snakes,7.6
2000,"dj spooky, scanner",7.6
2000,cat power,7.6
2000,built to spill,7.6
2000,actionslacks,7.6
2000,the posies,7.6
2000,the jayhawks,7.5
2000,the aislers set,7.5
2000,songs: ohia,7.55
2000,mudhoney,7.5
2000,laika,7.5
2000,jeff buckley,7.5
2000,flying saucer attack,7.5
2000,don caballero,7.5
2000,death cab for cutie,7.5
2000,cinerama,7.5
2000,towa tei,7.4
2000,the softies,7.4
2000,pole,7.4
2000,laura cantrell,7.4
2000,kepler,7.4
2000,joseph arthur,7.4
2000,bjrk,7.4
2000,aix em klemm,7.4
2000,the jesus lizard,7.3
2000,richard davies,7.3
2000,quasimoto,7.3
2000,ian brown,7.3
2000,goldie,7.3
2000,chicks on speed,7.3
2000,black box recorder,7.3
2000,archer prewitt,7.3
2000,aceyalone,7.3
2000,waco brothers,7.2
2000,thievery corporation,7.2
2000,six by seven,7.2
2000,mercury program,7.2
2000,matthew sweet,7.2
2000,king biscuit time,7.2
2000,camper van beethoven,7.2
2000,arling and cameron,7.2
2000,air,7.2
2000,90 day men,7.2
2000,the the,7.1
2000,shalabi effect,7.1
2000,q and not u,7.1
2000,pinback,7.1
2000,melt-banana,7.1
2000,euphone,7.1
2000,beachwood sparks,7.1
2000,am/fm,7.1
2000,superchunk,7.0
2000,savath y savalas,7.0
2000,laurent garnier,7.0
2000,kingsbury manx,7.0
2000,horace andy,7.0
2000,echoboy,7.6
2000,"bonnie prince billy, marquis de tren",7.0
2000,beck,7.0
2000,archers of loaf,7.0
2000,action time,7.0
2000,abilene,7.0
2000,the bevis frond,6.9
2000,sixteen horsepower,6.9
2000,elliott smith,6.9
2000,autechre,6.9
2000,alfie,6.9
2000,will oldham,6.3
2000,the anniversary,6.8
2000,stereolab,6.8
2000,smog,7.93
2000,peter gabriel,6.8
2000,mansun,6.8
2000,looper,6.8
2000,earlimart,6.8
2000,brokeback,6.8
2000,all natural,6.8
2000,luke vibert,6.7
2000,kid606,6.7
2000,belle and sebastian,6.7
2000,barcelona,6.7
2000,the minders,6.6
2000,the helio sequence,6.6
2000,swayzak,6.6
2000,nation of ulysses,6.6
2000,jamie lidell,6.6
2000,therapy?,6.5
2000,the go-betweens,6.5
2000,the chemical brothers,6.5
2000,the apples in stereo,6.5
2000,lou reed,6.5
2000,lambchop,6.5
2000,ladytron,6.5
2000,jega,6.5
2000,billy mahonie,6.5
2000,anti-pop consortium,6.5
2000,alkaline trio,6.5
2000,trembling blue stars,6.4
2000,rian murphy and will oldham,6.4
2000,eleventh dream day,6.4
2000,yo la tengo,7.2
2000,six parts seven,6.3
2000,radio 4,6.3
2000,fly pan am,6.3
2000,"billy bragg, wilco",6.3
2000,tara jane o'neil,6.2
2000,rinocerose,6.2
2000,richard youngs,6.2
2000,"lilys, aspera ad astra",6.2
2000,damon & naomi,6.2
2000,turing machine,6.1
2000,they might be giants,6.1
2000,the weakerthans,6.1
2000,mark kozelek,6.1
2000,jurassic 5,6.1
2000,david sylvian,6.1
2000,the high llamas,6.0
2000,the 6ths,6.0
2000,seor coconut y su conjunto,6.0
2000,lungfish,6.0
2000,her space holiday,6.0
2000,dwarves,6.0
2000,chappaquiddick skyline,6.0
2000,bill laswell,6.0
2000,bikeride,6.0
2000,third eye foundation,5.9
2000,the spinanes,5.9
2000,sunny day real estate,5.9
2000,ida,5.9
2000,creeper lagoon,5.9
2000,add n to (x),5.9
2000,mc paul barman,5.8
2000,har mar superstar,5.8
2000,gregg bendian's interzone,5.8
2000,david s. ware quartet,5.8
2000,carl craig,5.8
2000,beans,5.8
2000,the roots,5.7
2000,the delgados,5.7
2000,royal trux,5.6
2000,caustic resin,5.6
2000,a guy called gerald,5.6
2000,pj harvey,5.5
2000,nightmares on wax,5.5
2000,mojave 3,5.5
2000,iqu,5.5
2000,dinosaur jr.,5.5
2000,ok go,5.4
2000,bright eyes,5.4
2000,superdrag,5.3
2000,jimi tenor,5.3
2000,coldplay,5.3
2000,jazzanova,5.2
2000,frank black,5.2
2000,nada surf,5.1
2000,morcheeba,5.1
2000,dj me dj you,5.1
2000,u2,5.0
2000,blonde redhead,6.4
2000,aluminium group,5.0
2000,wolfie,4.9
2000,for stars,4.9
2000,cave in,4.9
2000,bettie serveert,4.9
2000,mary timony,4.7
2000,marianne faithfull,4.7
2000,patti smith,4.6
2000,old time relijun,4.4
2000,meat puppets,4.3
2000,braid,4.3
2000,the (international) noise conspiracy,4.2
2000,fatboy slim,6.5
2000,town and country,4.1
2000,sparklehorse,4.0
2000,ltj bukem,3.9
2000,sinad o'connor,3.8
2000,makers,3.8
2000,oasis,3.7
2000,tristeza,3.5
2000,groove armada,3.2
2000,murder city devils,3.1
2000,alpha,3.0
2000,asteroid no. 4,2.6
2000,sarah cracknell,5.15
2000,placebo,2.4
2000,bis,2.2
2000,clem snide,2.1
2000,arab on radar,2.0
2000,12 rods,2.0
2000,joan of arc,1.9
2000,catherine wheel,1.7
2000,steely dan,1.6
2000,the beach boys,5.2
2000,non,1.5
2000,toe,0.8
2000,the promise ring,0.7
2000,nine inch nails,0.4
2000,vue,0.2
2000,sonic youth,4.25
2001,john coltrane,10.0
2001,ween,9.6
2001,pixies,9.6
2001,mouse on mars,9.6
2001,iran,9.6
2001,the beach boys,9.5
2001,miles davis,9.5
2001,circulatory system,9.5
2001,the velvet underground,9.4
2001,fennesz,9.4
2001,-ziq,9.4
2001,prson sound,9.3
2001,olivia block,9.3
2001,jan jelinek,9.3
2001,dntel,9.3
2001,tortoise,9.2
2001,u.s. maple,9.1
2001,the strokes,9.1
2001,mark eitzel,9.1
2001,the white stripes,9.0
2001,the appleseed cast,9.0
2001,set fire to flames,9.0
2001,polysics,9.0
2001,ooioo,9.0
2001,liliput,9.0
2001,super furry animals,8.9
2001,explosions in the sky,8.9
2001,acid mothers temple,8.9
2001,tom waits,8.8
2001,summer hymns,8.8
2001,pinetop seven,8.8
2001,matthew shipp,8.8
2001,matthew herbert,8.8
2001,matmos,8.8
2001,lali puna,8.8
2001,andrew coleman,8.8
2001,thee headcoats,8.7
2001,prefuse 73,8.7
2001,mm,8.9
2001,jay z,8.7
2001,edith frost,8.7
2001,constantines,8.7
2001,thinking fellers union local 282,8.6
2001,the dismemberment plan,8.3
2001,the beta band,8.6
2001,stars of the lid,8.6
2001,spring heel jack,8.6
2001,schlammpeitziger,8.6
2001,rufus wainwright,8.6
2001,radio birdman,8.6
2001,papa m,8.6
2001,mogwai,8.3
2001,minus the bear,8.6
2001,calexico,8.6
2001,built to spill,8.6
2001,...and you will know us by the trail of dead,8.6
2001,the soft boys,8.5
2001,the handsome family,8.5
2001,the ex,8.5
2001,thalia zedek,8.5
2001,ted leo and the pharmacists,8.5
2001,silver jews,8.5
2001,neu!,8.57
2001,mercury rev,8.5
2001,john cale,8.5
2001,heavenly,8.5
2001,graeme downes,8.5
2001,fugazi,8.5
2001,20 minute loop,8.5
2001,third eye foundation,8.4
2001,the new pornographers,8.4
2001,the court & spark,8.4
2001,spiritualized,8.4
2001,songs: ohia,6.7
2001,need new body,8.4
2001,moreno veloso +2,8.4
2001,mahogany,8.4
2001,"m. gira, d. matz",8.4
2001,love as laughter,8.4
2001,jenny toomey,8.4
2001,gorky's zygotic mynci,8.05
2001,fantmas,8.4
2001,dj food,8.4
2001,boredoms,8.4
2001,sisterhood of convoluted thinkers,8.3
2001,simon joyner,8.3
2001,phthalocyanine,8.3
2001,jeff buckley,8.3
2001,idaho,8.3
2001,cannibal ox,8.3
2001,calla,8.3
2001,appendix out,8.3
2001,alejandro escovedo,8.3
2001,windy & carl,8.2
2001,the microphones,8.7
2001,rotoscope,8.2
2001,rocket from the crypt,8.2
2001,pulp,8.2
2001,phoenecia,8.2
2001,mushroom,8.2
2001,mr. len,8.2
2001,missy elliott,8.2
2001,"kristian, shalabi, st. onge",8.2
2001,aereogramme,8.2
2001,whiskeytown,8.1
2001,tindersticks,8.1
2001,saul williams,8.1
2001,oxbow,8.1
2001,lush,8.1
2001,lightning bolt,8.1
2001,caetano veloso,8.1
2001,bogdan raczynski,8.1
2001,western automatic,8.0
2001,wagon christ,8.0
2001,the shins,8.0
2001,the lucksmiths,8.0
2001,spoon,8.0
2001,sixth great lake,8.0
2001,ruins,8.0
2001,radiohead,8.5
2001,of montreal,7.65
2001,mark lanegan,8.0
2001,maceo parker,8.0
2001,lumen,8.0
2001,lu,8.0
2001,leonard cohen,8.0
2001,landing,8.0
2001,labradford,8.0
2001,kristin hersh,8.0
2001,julie doiron,8.0
2001,john vanderslice,8.0
2001,jim orourke,8.0
2001,jigmastas,8.0
2001,jackie-o motherfucker,8.0
2001,friends of dean martinez,8.0
2001,empire state,8.0
2001,echo and the bunnymen,8.0
2001,david byrne,8.0
2001,clouddead,8.0
2001,brigitte fontaine,8.0
2001,brian allen and jacob koller,8.0
2001,bonny billy,8.0
2001,bablicon,8.0
2001,american analog set,7.35
2001,airport 5,8.0
2001,transchamps,7.9
2001,superchunk,7.9
2001,spokane,7.9
2001,richie hawtin,7.9
2001,"richard youngs, makoto kawabata",7.9
2001,mercury program,7.9
2001,matt & bubba kadane,7.9
2001,low and dirty three,7.9
2001,jeff mangum,7.9
2001,"fred lonberg-holm, jim orourke, weasel walter",7.9
2001,faust,8.45
2001,erase errata,7.9
2001,bonnie prince billy,7.9
2001,the locust,7.8
2001,the faint,7.8
2001,the caribbean,7.8
2001,susumu yokota,7.8
2001,stars,7.8
2001,starflyer 59,7.8
2001,saint etienne,7.8
2001,piano magic,7.8
2001,oval,7.8
2001,oneida,7.8
2001,modest mouse,7.4
2001,marumari,7.8
2001,low,8.25
2001,lift to experience,7.8
2001,kingsbury manx,7.8
2001,frank black & the catholics,7.8
2001,appliance,7.8
2001,apes,7.8
2001,turin brakes,7.7
2001,trans megetti,7.7
2001,the silver mt. zion memorial orchestra & tra-la-la band,7.7
2001,the prima donnas,7.7
2001,the anomoanon,7.7
2001,sufjan stevens,7.7
2001,stephen malkmus,7.7
2001,sparklehorse,7.7
2001,simian,7.7
2001,pilot to gunner,7.7
2001,kroko,7.7
2001,jay farrar,7.7
2001,gez varley,7.7
2001,fridge,7.7
2001,carl craig,7.7
2001,weights and measures,7.6
2001,the clean,7.6
2001,"robert barry, fred anderson",7.6
2001,plaid,7.6
2001,new order,7.6
2001,mus,7.6
2001,mice parade,7.6
2001,m. ward,7.6
2001,les savy fav,7.6
2001,john zorn,8.1
2001,jetone,7.6
2001,electric birds,7.6
2001,air,7.6
2001,tomas jirku,7.5
2001,the walkmen,7.5
2001,stilluppsteypa,7.5
2001,smog,7.75
2001,nobukazu takemura,7.85
2001,mazarin,7.5
2001,manic street preachers,7.5
2001,lilac time,7.5
2001,ladytron,7.5
2001,james william hindle,7.5
2001,ifihadahifi,7.5
2001,daniel johnston,7.5
2001,brando,7.5
2001,blectum from blechdom,7.5
2001,bardo pond,7.5
2001,sun city girls,7.4
2001,stereolab,7.4
2001,robert pollard and his soft rock renegades,7.4
2001,ovuca,7.4
2001,june panic,7.4
2001,halifax pier,7.4
2001,frankie sparo,6.75
2001,cowboy junkies,7.4
2001,chicago underground quartet,7.4
2001,burning airlines,7.4
2001,anti-pop consortium,7.4
2001,alva noto,7.4
2001,vincent gallo,7.3
2001,the rapture,7.3
2001,scout niblett,7.3
2001,rebecca gates,7.3
2001,original brothers and sisters of love,7.3
2001,moth wranglers,7.3
2001,embarrassment,7.3
2001,chocolate genius,7.3
2001,black box recorder,7.3
2001,atmosphere,7.3
2001,stratford 4,7.2
2001,pillow,7.2
2001,pernice brothers,7.2
2001,mr. wright,7.2
2001,los straitjackets,7.2
2001,hood,7.2
2001,chitlin' fooks,7.2
2001,bjrk,7.2
2001,orange can,7.1
2001,my morning jacket,7.1
2001,mia doi todd,7.1
2001,kammerflimmer kollektief,6.05
2001,i am the world trade center,7.1
2001,death cab for cutie,7.1
2001,am/fm,7.1
2001,visitor jim,7.0
2001,tomahawk,7.0
2001,timeout drawer,7.0
2001,three 4 tens,7.0
2001,tara jane o'neil,7.0
2001,scott tuma,7.0
2001,portastatic,7.0
2001,owls,7.0
2001,metrovavan,7.0
2001,jason falkner,7.0
2001,half-handed cloud,7.0
2001,guided by voices,7.0
2001,"green velvet, pajo",7.0
2001,gorillaz,7.0
2001,gallygows,7.0
2001,clem snide,7.0
2001,blueline medic,7.0
2001,bevel,7.0
2001,azure ray,7.0
2001,shipping news,6.9
2001,self,6.9
2001,loscil,6.9
2001,cursive,6.9
2001,cruiser,6.9
2001,chamber strings,6.9
2001,centro-matic,6.9
2001,bosco and jorge,6.9
2001,blake babies,6.9
2001,arab strap,6.9
2001,yesterdays new quintet,6.8
2001,tiffany anders,6.8
2001,the ladybug transistor,6.8
2001,telefon tel aviv,6.8
2001,pram,6.8
2001,kid606,6.8
2001,ex-girl,6.8
2001,doves,6.8
2001,danielson famile,6.8
2001,radioinactive,6.7
2001,per mission,6.7
2001,lambchop,6.7
2001,juno,6.7
2001,his name is alive,6.7
2001,zeni geva,6.6
2001,the tyde,6.6
2001,the national,6.6
2001,sloan,6.6
2001,le tigre,5.8
2001,ivory coast,6.6
2001,delarosa and asora,6.6
2001,beulah,6.6
2001,beachwood sparks,6.6
2001,atombombpocketknife,6.6
2001,the moldy peaches,6.5
2001,the kinks,6.5
2001,starship beer,6.5
2001,money mark,6.5
2001,haymarket riot,6.5
2001,vue,6.2
2001,reindeer section,6.4
2001,neil michael hagerty,6.4
2001,momus,6.4
2001,fugu,6.4
2001,elk city,6.4
2001,daft punk,6.4
2001,uberzone,6.3
2001,rival schools,6.3
2001,richard devine,6.3
2001,jad fair,6.3
2001,circus devils,6.3
2001,boxstep,6.3
2001,ben folds five,6.3
2001,david s. ware quartet,6.2
2001,crooked fingers,6.2
2001,barbara manning,6.2
2001,autour de lucie,6.2
2001,travis,6.1
2001,the orb,6.1
2001,kelly hogan,6.1
2001,idyll swords,6.1
2001,beans,6.1
2001,volta do mar,6.5
2001,scared of chaka,6.0
2001,oysterhead,6.0
2001,now it's overhead,6.0
2001,neutral milk hotel,6.0
2001,mark kozelek,6.0
2001,lupine howl,6.0
2001,figurine,6.0
2001,check engine,6.0
2001,antibalas afrobeat orchestra,6.0
2001,willard grant conspiracy,5.9
2001,utah!,5.9
2001,the album leaf,5.9
2001,swell,5.9
2001,rondelles,5.9
2001,the minders,5.8
2001,spain,5.8
2001,luna,5.8
2001,electric company,5.8
2001,matt marque,5.7
2001,jeff london,5.7
2001,explosion robinson,5.7
2001,yoko ono,5.6
2001,hope sandoval & the warm inventions,5.6
2001,andy votel,5.6
2001,howe gelb,5.5
2001,depeche mode,5.5
2001,aveo,5.5
2001,aphex twin,5.5
2001,s.i. futures,5.4
2001,pinback,5.4
2001,kill creek,5.4
2001,"brian eno, dj j. peter schwalm",5.4
2001,preston school of industry,6.05
2001,zmrzlina,5.2
2001,quasi,5.6
2001,otto von schirach,5.2
2001,orbital,5.2
2001,kings of convenience,5.2
2001,hefner,5.2
2001,bionaut,5.2
2001,squarepusher,6.55
2001,various artists,6.92
2001,r.e.m.,5.0
2001,mitchell akiyama,5.0
2001,kleenexgirlwonder,5.0
2001,ida,5.0
2001,call and response,5.35
2001,the donnas,4.9
2001,lesser,4.9
2001,japancakes,4.9
2001,the firebird band,4.8
2001,the angels of light,4.8
2001,q-burns abstract message,4.7
2001,cousteau,4.7
2001,red stars theory,4.6
2001,daevid allen's university of errors,4.5
2001,american heritage,4.4
2001,lemon jelly,4.2
2001,coquettish,4.2
2001,roots manuva,4.1
2001,weezer,4.0
2001,takagi masakatsu,4.0
2001,king crimson,3.9
2001,animal collective,3.9
2001,the damned,3.8
2001,the apples in stereo,5.7
2001,basement jaxx,3.8
2001,coldcut,3.7
2001,saturnine,3.5
2001,jimmy eat world,3.5
2001,boylion,3.5
2001,tricky,2.55
2001,american steel,3.1
2001,bobby conn,2.9
2001,they might be giants,2.8
2001,arling and cameron,2.8
2001,triangle,2.7
2001,anasazi,2.6
2001,iggy pop,2.5
2001,joan of arc,2.2
2001,wolfie,2.1
2001,fluke,2.0
2001,tool,1.9
2001,land of the el caminos,1.2
2001,butthole surfers,0.4
2002,wilco,10.0
2002,elvis costello & the attractions,10.0
2002,...and you will know us by the trail of dead,10.0
2002,keith fullerton whitman,9.7
2002,"morton feldman, ives ensemble",9.5
2002,interpol,9.4
2002,farben,9.5
2002,shalabi effect,9.4
2002,ornette coleman,9.4
2002,aphex twin,9.4
2002,max tundra,9.3
2002,blackalicious,9.3
2002,the notwist,9.2
2002,pretty girls make graves,9.2
2002,talib kweli,9.1
2002,sleater-kinney,9.1
2002,eminem,9.1
2002,"tony conrad, faust",9.0
2002,tom waits,9.0
2002,this heat,9.0
2002,the fall,9.0
2002,the dukes of stratosphear,9.0
2002,the db's,9.0
2002,the books,9.0
2002,sonic youth,9.0
2002,redd kross,9.0
2002,no-neck blues band,9.0
2002,matthew herbert,8.85
2002,mastodon,9.0
2002,jim orourke,9.0
2002,auburn lull,9.0
2002,"tim berne, herb robertson, copenhagen art ensemble, marc ducret",8.9
2002,spoon,8.9
2002,ellery eskelin,8.9
2002,el-p,8.9
2002,circle,8.9
2002,boxhead ensemble,8.9
2002,rjd2,8.8
2002,liars,8.45
2002,hot snakes,8.8
2002,high on fire,8.8
2002,enon,8.8
2002,ekkehard ehlers,8.8
2002,daedelus,8.8
2002,amon dl ii,8.8
2002,tyondai braxton,8.7
2002,the walkmen,8.7
2002,the fire show,8.4
2002,sage francis,8.7
2002,quasimoto,8.7
2002,"mimeo, john tilbury",8.7
2002,hot hot heat,7.7
2002,gyrgy ligeti,8.7
2002,galerie stratique,8.7
2002,eugene mcdaniels,8.7
2002,dlek,8.7
2002,cassetteboy,8.7
2002,bogdan raczynski,8.7
2002,black dog and black sifichi,8.7
2002,aesop rock,8.7
2002,adult.,8.7
2002,wire,8.3
2002,the cinematic orchestra,8.6
2002,pierre bastien,8.6
2002,phil ochs,8.6
2002,j-zone,8.6
2002,bob drake,8.6
2002,boards of canada,8.6
2002,yume bitsu,8.5
2002,to live and shave in l.a.,8.5
2002,the impossible shapes,8.5
2002,syd barrett,8.5
2002,sunn o))),8.5
2002,soilwork,8.5
2002,schneider tm,8.5
2002,pere ubu,8.5
2002,"my morning jacket, songs: ohia",8.5
2002,manual,8.5
2002,kevin drumm,8.5
2002,jeff mangum,8.5
2002,j-live,8.5
2002,hrvatski,8.5
2002,hood,8.5
2002,gaji,8.5
2002,deerhoof,8.5
2002,catherine irwin,8.5
2002,califone,8.45
2002,amon tobin,8.5
2002,william parker,8.4
2002,the secret machines,8.4
2002,the flaming lips,8.4
2002,"the dillinger escape plan, mike patton",8.4
2002,tanakh,8.4
2002,songs: ohia,8.4
2002,royal city,8.4
2002,req,8.4
2002,philip jeck,8.4
2002,migala,8.4
2002,microwaves,8.4
2002,mclusky,8.4
2002,"mat maneri, joe mcphee",8.4
2002,koenji-hyakkei,8.4
2002,"jan jelinek, computer soup",8.4
2002,freestyle fellowship,7.5
2002,centaur,8.4
2002,capitol k,8.4
2002,alanis morissette,8.4
2002,+/-,8.4
2002,the telescopes,8.3
2002,susie ibarra trio,8.3
2002,sunroof!,8.3
2002,satoko fujii quartet,8.3
2002,rob swift,8.3
2002,otomo yoshihide's new jazz ensemble,8.3
2002,mr. lif,7.8
2002,mirah,8.25
2002,markus guentner,8.3
2002,john zorn,8.3
2002,jah wobble,8.3
2002,friend/enemy,8.3
2002,fred frith,8.3
2002,fog,8.3
2002,fennesz,8.3
2002,black cat music,8.3
