Genre,Artist,Rating
electronic,jason forrest,7.6
electronic,iven schmidt,7.6
electronic,"holger czukay, u-she",7.6
electronic,grumbling fur,7.6
electronic,gonno,7.6
electronic,games,7.6
electronic,fovea hex,7.6
electronic,flim,7.6
electronic,ewan pearson,7.6
electronic,edie sedgwick,7.6
electronic,eartheater,7.6
electronic,dragoon,7.6
electronic,donnacha costello,7.6
electronic,"dj spooky, scanner",7.6
electronic,dj firmeza,7.6
electronic,dinky,7.6
electronic,delia gonzalez and gavin russom,7.6
electronic,"deadbeat, stephen beaupr",7.6
electronic,dark party,7.6
electronic,claro intelecto,7.6
electronic,chessie,7.6
electronic,anenon,7.6
electronic,aero,7.6
electronic,2 many djs,7.6
electronic,underworld,7.59
electronic,the rapture,7.58
electronic,strategy,7.57
electronic,pan sonic,7.57
electronic,blanck mass,7.57
electronic,badgerlore,7.57
electronic,arrange,7.57
electronic,aarktica,7.57
electronic,gold panda,7.56
electronic,four tet,7.56
electronic,unai,7.55
electronic,the detroit cobras,7.55
electronic,shed,7.55
electronic,ricky eat acid,7.55
electronic,raglani,7.55
electronic,lullatone,7.55
electronic,coachwhips,7.55
electronic,asian dub foundation,7.55
electronic,andr bratten,7.55
electronic,alog,7.55
electronic,einstrzende neubauten,7.54
electronic,autre ne veut,7.53
electronic,adult.,7.53
electronic,the very best,7.52
electronic,the foreign exchange,7.52
electronic,kevin drumm,7.52
electronic,zoot woman,7.5
electronic,yuka honda,7.5
electronic,tourist,7.5
electronic,tomas jirku,7.5
electronic,todd terje,7.5
electronic,the parting gifts,7.5
electronic,the glimmers,7.5
electronic,the durutti column,7.5
electronic,sunn o))),7.5
electronic,stilluppsteypa,7.5
electronic,stellar om source,7.5
electronic,shy child,7.5
electronic,sarah davachi,7.5
electronic,samo sound boy,7.5
electronic,purity ring,7.5
electronic,pinch,7.5
electronic,phonophani,7.5
electronic,peanut butter wolf,7.5
electronic,octet,7.5
electronic,nonkeen,7.5
electronic,na,7.5
electronic,n.m.o.,7.5
electronic,moomin,7.5
electronic,miko,7.5
electronic,lorn,7.5
electronic,lorenzo senni,7.5
electronic,library tapes,7.5
electronic,jay daniel,7.5
electronic,jackmaster,7.5
electronic,jack oblivian,7.5
electronic,howard hello,7.5
electronic,holly golightly,7.5
electronic,hawnay troof,7.5
electronic,girl unit,7.5
electronic,ford & lopatin,7.5
electronic,fatal flying guilloteens,7.5
electronic,etienne jaumet,7.5
electronic,elite gymnastics,7.5
electronic,eine kleine nacht musik,7.5
electronic,duck sauce,7.5
electronic,dj roc,7.5
electronic,dj q,7.5
electronic,digital mystikz,7.5
electronic,desolate,7.5
electronic,deadbeat,7.5
electronic,datarock,7.5
electronic,daphni,7.5
electronic,christian rich,7.5
electronic,christian naujoks,7.5
electronic,carter tutti void,7.5
electronic,brood ma,7.5
electronic,blue daisy,7.5
electronic,blessed initiative,7.5
electronic,blectum from blechdom,7.5
electronic,atelje,7.5
electronic,ash koosha,7.5
electronic,asa-chang & junray,7.5
electronic,akufen,7.5
electronic,808 state,7.5
electronic,-ziq,7.5
electronic,mount kimbie,7.48
electronic,high places,7.48
electronic,fatima al qadiri,7.48
electronic,blondes,7.48
electronic,zola jesus,7.47
electronic,vondelpark,7.47
electronic,stereo total,7.47
electronic,hundred waters,7.47
electronic,franz ferdinand,7.47
electronic,braids,7.47
electronic,nguzunguzu,7.46
electronic,cornelius,7.46
electronic,steve mason,7.45
electronic,salva,7.45
electronic,nudge,7.45
electronic,mark barrott,7.45
electronic,larsen,7.45
electronic,kode9,7.45
electronic,i love you but i've chosen darkness,7.45
electronic,fannypack,7.45
electronic,coloma,7.45
electronic,ben klock,7.45
electronic,suckers,7.43
electronic,brazilian girls,7.43
electronic,belong,7.43
electronic,yuppies,7.4
electronic,young marco,7.4
electronic,young male,7.4
electronic,years & years,7.4
electronic,via app,7.4
electronic,towa tei,7.4
electronic,"the flaming lips, neon indian",7.4
electronic,stare case,7.4
electronic,simian,7.4
electronic,scientific american,7.4
electronic,sampha,7.4
electronic,sam binga,7.4
electronic,sahara hotnights,7.4
electronic,s u r v i v e,7.4
electronic,ryoji ikeda,7.4
electronic,"roky erickson, okkervil river",7.4
electronic,richie hawtin,7.4
electronic,rebolledo,7.4
electronic,processory,7.4
electronic,polysics,7.4
electronic,ovuca,7.4
electronic,okkyung lee,7.4
electronic,nmperign,7.4
electronic,low jack,7.4
electronic,lost sounds,7.4
electronic,losoul,7.4
electronic,les georges leningrad,7.4
electronic,koreless,7.4
electronic,kid koala,7.4
electronic,keita sano,7.4
electronic,katie dey,7.4
electronic,k.c. accidental,7.4
electronic,k-x-p,7.4
electronic,jubilee,7.4
electronic,"john chantler, tujiko noriko, lawrence english",7.4
electronic,joey anderson,7.4
electronic,ilkae,7.4
electronic,hunee,7.4
electronic,"henry flynt, the insurrections",7.4
electronic,hashman deejay,7.4
electronic,gustav,7.4
electronic,gudrun gut,7.4
electronic,"girl talk, freeway",7.4
electronic,gatto fritto,7.4
electronic,feral,7.4
electronic,felix k,7.4
electronic,ethan rose,7.4
electronic,ernest gonzales,7.4
electronic,drugdealer,7.4
electronic,daphne oram,7.4
electronic,clinic,7.4
electronic,caural,7.4
electronic,carla dal forno,7.4
electronic,brodinski,7.4
electronic,bracken,7.4
electronic,blood red shoes,7.4
electronic,black eyes,7.4
electronic,beequeen,7.4
electronic,balkan beat box,7.4
electronic,alva noto,7.4
electronic,alex winston,7.4
electronic,alex smoke,7.4
electronic,aix em klemm,7.4
electronic,the futureheads,7.38
electronic,supergrass,7.38
electronic,torn hawk,7.37
electronic,moderat,7.37
electronic,hammock,7.37
electronic,venetian snares,7.36
electronic,ursula bogner,7.35
electronic,prefuse 73,7.35
electronic,nodzzz,7.35
electronic,neon neon,7.35
electronic,mikkel metal,7.35
electronic,metro area,7.35
electronic,l'altra,7.35
electronic,koushik,7.35
electronic,king biscuit time,7.35
electronic,idjut boys,7.35
electronic,helado negro,7.35
electronic,cold cave,7.35
electronic,bruce haack,7.35
electronic,toro y moi,7.34
electronic,the intelligence,7.33
electronic,the coathangers,7.33
electronic,sepalcure,7.33
electronic,dominik eulberg,7.33
electronic,steve hauschildt,7.32
electronic,oval,7.32
electronic,apparat,7.32
electronic,ellen allien,7.31
electronic,zongamin,7.3
electronic,xeno & oaklander,7.3
electronic,totally enormous extinct dinosaurs,7.3
electronic,the parallax corporation,7.3
electronic,the fireman,7.3
electronic,the cramps,7.3
electronic,the capitol years,7.3
electronic,"the album leaf, sun kil moon",7.3
electronic,the 2 bears,7.3
electronic,suicideyear,7.3
electronic,southern shores,7.3
electronic,slow six,7.3
electronic,skyphone,7.3
electronic,shlohmo,7.3
electronic,secret mommy,7.3
electronic,"sachiko m, otomo yoshihide, toshimaru nakamura",7.3
electronic,"ryan hemsworth, lucas",7.3
electronic,robert hood,7.3
electronic,redshape,7.3
electronic,quintron,7.3
electronic,prinzhorn dance school,7.3
electronic,"popol vuh, florian fricke",7.3
electronic,pixelord,7.3
electronic,"philip jeck, main, oval, henri pousseur",7.3
electronic,phantom planet,7.3
electronic,palmbomen ii,7.3
electronic,muslimgauze,7.3
electronic,montag,7.3
electronic,liaisons dangereuses,7.3
electronic,lfo,7.3
electronic,leyland kirby,7.3
electronic,legowelt,7.3
electronic,lali puna,7.3
electronic,king of woolworths,7.3
electronic,katie gately,7.3
electronic,kate wax,7.3
electronic,karamika,7.3
electronic,ital,7.3
electronic,illum sphere,7.3
electronic,"ikue mori, julianna barwick",7.3
electronic,ike yard,7.3
electronic,holy fuck,7.3
electronic,hatchback,7.3
electronic,greg davis,7.3
electronic,giraffage,7.3
electronic,george fitzgerald,7.3
electronic,evian christ,7.3
electronic,dj spinn,7.3
electronic,dj harvey,7.3
electronic,digital leather,7.3
electronic,delorean,7.3
electronic,danny!,7.3
electronic,chet faker,7.3
electronic,champagne kiss,7.3
electronic,carl craig,7.3
electronic,buraka som sistema,7.3
electronic,blawan,7.3
electronic,ben frost,7.3
electronic,baauer,7.3
electronic,azari & iii,7.3
electronic,"autechre, hafler trio",7.3
electronic,"au, reynols, erdem helvacioglu, chris delaurenti, matmos",7.3
electronic,art department,7.3
electronic,arp,7.3
electronic,agf,7.3
electronic,addison groove,7.3
electronic,2ne1,7.3
electronic,susumu yokota,7.28
electronic,matthew dear,7.28
electronic,faltydl,7.28
electronic,nathan michel,7.27
electronic,m83,7.27
electronic,herbert,7.27
electronic,grinderman,7.27
electronic,dntel,7.27
electronic,dosh,7.26
electronic,ryan hemsworth,7.25
electronic,quantic,7.25
electronic,mark stewart,7.25
electronic,marcel dettmann,7.25
electronic,jon hopkins,7.25
electronic,jan st. werner,7.25
electronic,hecker,7.25
electronic,guitar wolf,7.25
electronic,dj shadow,7.25
electronic,cfcf,7.25
electronic,austra,7.25
electronic,zomby,7.24
electronic,the kills,7.24
electronic,chromeo,7.24
electronic,young galaxy,7.23
electronic,teebs,7.23
electronic,kevin blechdom,7.23
electronic,fort romeau,7.23
electronic,el guincho,7.23
electronic,cheveu,7.23
electronic,a-trak,7.23
electronic,basement jaxx,7.21
electronic,xxxy,7.2
electronic,xela,7.2
electronic,white mystery,7.2
electronic,vladislav delay quartet,7.2
electronic,"up, bustle and out",7.2
electronic,trouble books,7.2
electronic,tin man,7.2
electronic,the mae shi,7.2
electronic,the gris gris,7.2
electronic,the dirtbombs,7.2
electronic,the advisory circle,7.2
electronic,the 7th plain,7.2
electronic,spoonie gee,7.2
electronic,solex,7.2
electronic,skalpel,7.2
electronic,sally shapiro,7.2
electronic,push button objects,7.2
electronic,pita,7.2
electronic,"okkyung lee, c. spencer yeh, lasse marhaug",7.2
electronic,of montreal,7.2
electronic,morgan geist,7.2
electronic,mg,7.2
electronic,matthew robert cooper,7.2
electronic,matrixxman,7.2
electronic,mark van hoen,7.2
electronic,"major lazer, la roux",7.2
electronic,kinky,7.2
electronic,kate simko,7.2
electronic,kag,7.2
electronic,james vincent mcmorrow,7.2
electronic,ivan smagghe,7.2
electronic,hunx,7.2
electronic,human eye,7.2
electronic,helm,7.2
electronic,heavy trash,7.2
electronic,hard mix,7.2
electronic,felix,7.2
electronic,dj nate,7.2
electronic,destiny's child,7.2
electronic,"delia derbyshire, elsa stansfield",7.2
electronic,deantoni parks,7.2
electronic,daniel avery,7.2
electronic,"d'eon, grimes",7.2
electronic,com.a,7.2
electronic,chariots,7.2
electronic,"cex, kid606",7.2
electronic,bright,7.2
electronic,botany,7.2
electronic,boom bip,7.2
electronic,belbury poly,7.2
electronic,baio,7.2
electronic,ayshay,7.2
electronic,andrew thomas,7.2
electronic,ampbuzz,7.2
electronic,m.a.n.d.y.,7.18
electronic,justus khncke,7.18
electronic,youth code,7.17
electronic,pole,7.17
electronic,lindstrm,7.17
electronic,electrelane,7.17
electronic,capitol k,7.17
electronic,afx,7.17
electronic,john tejada,7.16
electronic,anti-pop consortium,7.16
electronic,various production,7.15
electronic,tilly and the wall,7.15
electronic,third eye foundation,7.15
electronic,stellastarr*,7.15
electronic,midwest product,7.15
electronic,kpt.michi.gan,7.15
electronic,king khan and the shrines,7.15
electronic,archie bronson outfit,7.15
electronic,a guy called gerald,7.15
electronic,pan american,7.14
electronic,modeselektor,7.14
electronic,the von bondies,7.13
electronic,the long blondes,7.13
electronic,scissor sisters,7.13
electronic,new young pony club,7.13
electronic,thomas brinkmann,7.12
electronic,luke vibert,7.12
electronic,hudson mohawke,7.12
electronic,ryksopp,7.11
electronic,"yannis kyriakides, andy moor",7.1
electronic,voices and organs,7.1
electronic,thunderbirds are now!,7.1
electronic,the wisdom of harry,7.1
electronic,the shoes,7.1
electronic,"the knife, planningtorock, mt. sims",7.1
electronic,the horrors,7.1
electronic,takashi wada,7.1
electronic,svarte greiner,7.1
electronic,steven julien,7.1
electronic,soulwax,7.1
electronic,sinkane,7.1
electronic,silver apples,7.1
electronic,seams,7.1
electronic,scsi-9,7.1
electronic,scott solter,7.1
electronic,sami koivikko,7.1
electronic,rashad becker,7.1
electronic,o.lamm,7.1
electronic,nadastrom,7.1
electronic,mux mool,7.1
electronic,mndr,7.1
electronic,minilogue,7.1
electronic,miho hatori,7.1
electronic,micachu and the shapes,7.1
electronic,meat beat manifesto,7.1
electronic,luke abbott,7.1
electronic,leyland kirby presents v/vm,7.1
electronic,leila,7.1
electronic,laurent garnier,7.1
electronic,laurel halo,7.1
electronic,kosmo kat,7.1
electronic,kid static,7.1
electronic,k-holes,7.1
electronic,jake fairley,7.1
electronic,ikonika,7.1
electronic,hyetal,7.1
electronic,ghost culture,7.1
electronic,gacha,7.1
electronic,fantastic plastic machine,7.1
electronic,fan club orchestra,7.1
electronic,factory floor,7.1
electronic,emeralds,7.1
electronic,dva [hi:emotions],7.1
electronic,drop the lime,7.1
electronic,dino felipe,7.1
electronic,crying,7.1
electronic,circlesquare,7.1
electronic,books on tape,7.1
electronic,art brut,7.1
electronic,andrew pekler,7.1
electronic,andrew hung,7.1
electronic,a certain ratio,7.1
electronic,planningtorock,7.08
electronic,loscil,7.08
electronic,little dragon,7.07
electronic,audion,7.07
electronic,tiga,7.06
electronic,mudhoney,7.06
electronic,the berg sans nipple,7.05
electronic,solar bears,7.05
electronic,john roberts,7.05
electronic,efdemin,7.05
electronic,autechre,7.05
electronic,the bug,7.04
electronic,echo and the bunnymen,7.04
electronic,you say party,7.03
electronic,white rabbits,7.03
electronic,tied & tickled trio,7.03
electronic,martyn,7.03
electronic,clark,7.01
electronic,yotam avni,7.0
electronic,von sdenfed,7.0
electronic,tycho,7.0
