Artist,Average_Rating,Genre
"the body, full of hell",7.6,metal
"the body, thou",7.6,metal
the dillinger escape plan,7.6,metal
witch,7.6,metal
big business,7.52,metal
abyss,7.5,metal
beauty pill,7.5,metal
black anvil,7.5,metal
crypt sermon,7.5,metal
cursive,7.5,metal
doomriders,7.5,metal
exhumed,7.5,metal
gatecreeper,7.5,metal
horseback,7.5,metal
hot cross,7.5,metal
iron maiden,7.5,metal
jesu,7.5,metal
junius,7.5,metal
lazarus,7.5,metal
made out of babies,7.5,metal
mamiffer,7.5,metal
ministry,7.5,metal
minor threat,7.5,metal
misery index,7.5,metal
om,7.5,metal
past lives,7.5,metal
red death,7.5,metal
salem,7.5,metal
shooting at unarmed men,7.5,metal
"the body, krieg",7.5,metal
the damned,7.5,metal
totimoshi,7.5,metal
warbringer,7.5,metal
silkworm,7.48,metal
worm ouroboros,7.45,metal
"blut aus nord, vangelist",7.4,metal
breather resist,7.4,metal
camp lo,7.4,metal
dead raven choir,7.4,metal
desert sessions,7.4,metal
dillinger four,7.4,metal
gnaw,7.4,metal
john frusciante,7.4,metal
motrhead,7.4,metal
mutoid man,7.4,metal
new wet kojak,7.4,metal
shiner,7.4,metal
sinking ships,7.4,metal
sparta,7.4,metal
the fix,7.4,metal
windhand,7.4,metal
melvins,7.37,metal
youth code,7.35,metal
bergraven,7.3,metal
cave in,7.3,metal
danava,7.3,metal
darkthrone,7.3,metal
deiphago,7.3,metal
embrace,7.3,metal
goatsnake,7.3,metal
goblin cock,7.3,metal
"jello biafra, melvins",7.3,metal
pilgrim,7.3,metal
priestess,7.3,metal
quest for fire,7.3,metal
ranger,7.3,metal
slayer,7.3,metal
trap them,7.3,metal
void,7.3,metal
wrnlrd,7.3,metal
xibalba,7.3,metal
panopticon,7.25,metal
candiria,7.2,metal
darediablo,7.2,metal
descendents,7.2,metal
earthless,7.2,metal
pyramids with nadja,7.2,metal
qui,7.2,metal
the lines,7.2,metal
this will destroy you,7.2,metal
three mile pilot,7.2,metal
in flames,7.15,metal
panther,7.15,metal
agoraphobic nosebleed,7.1,metal
arab on radar,7.1,metal
botch,7.1,metal
giant squid,7.1,metal
immortal,7.1,metal
in solitude,7.1,metal
my disco,7.1,metal
north of america,7.1,metal
pelican,7.1,metal
system of a down,7.1,metal
weedeater,7.1,metal
abilene,7.0,metal
amesoeurs,7.0,metal
at war,7.0,metal
black math horseman,7.0,metal
black sabbath,7.0,metal
code of honor,7.0,metal
corrections house,7.0,metal
crosss,7.0,metal
curse of the golden vampire,7.0,metal
danzig,7.0,metal
dead kennedys,7.0,metal
don zientara,7.0,metal
dysrhythmia,7.0,metal
facedowninshit,7.0,metal
french toast,7.0,metal
gadget,7.0,metal
genghis tron,7.0,metal
girls against boys,7.0,metal
goatwhore,7.0,metal
how to destroy angels_,7.0,metal
intronaut,7.0,metal
"pyramids, horseback",7.0,metal
struck by lightning,7.0,metal
the black dahlia murder,7.0,metal
theodore unit,7.0,metal
white widows pact,7.0,metal
yautja,7.0,metal
dangelo,10.0,pop/r&b
stevie wonder,10.0,pop/r&b
lauryn hill,9.5,pop/r&b
marvin gaye,9.5,pop/r&b
"dangelo, the vanguard",9.4,pop/r&b
otis redding,9.0,pop/r&b
"serge gainsbourg, jane birkin",8.8,pop/r&b
frank ocean,8.77,pop/r&b
al green,8.7,pop/r&b
gloria ann taylor,8.7,pop/r&b
tom moulton,8.7,pop/r&b
blood orange,8.65,pop/r&b
serge gainsbourg,8.63,pop/r&b
abba,8.6,pop/r&b
franoise hardy,8.6,pop/r&b
giorgio moroder,8.6,pop/r&b
isaac hayes,8.6,pop/r&b
kid creole,8.6,pop/r&b
kate bush,8.58,pop/r&b
dusty springfield,8.5,pop/r&b
janet jackson,8.5,pop/r&b
michael jackson,8.5,pop/r&b
the isley brothers,8.5,pop/r&b
sleigh bells,8.45,pop/r&b
tune-yards,8.45,pop/r&b
charlotte gainsbourg,8.4,pop/r&b
jamila woods,8.4,pop/r&b
the pipettes,8.4,pop/r&b
miguel,8.37,pop/r&b
lewis,8.35,pop/r&b
erykah badu,8.33,pop/r&b
dvsn,8.3,pop/r&b
van dyke parks,8.27,pop/r&b
james blake,8.25,pop/r&b
justin timberlake,8.25,pop/r&b
robyn,8.24,pop/r&b
empress of,8.2,pop/r&b
lizzy mercier descloux,8.2,pop/r&b
nxworries,8.2,pop/r&b
tiger & woods,8.2,pop/r&b
lykke li,8.17,pop/r&b
nao,8.15,pop/r&b
beyonc,8.13,pop/r&b
passion pit,8.13,pop/r&b
black devil disco club,8.1,pop/r&b
donna summer,8.1,pop/r&b
gentleman jesse & his men,8.1,pop/r&b
jazmine sullivan,8.1,pop/r&b
lindstrm & christabelle,8.1,pop/r&b
lindstrm & prins thomas,8.1,pop/r&b
massimo,8.1,pop/r&b
maxwell,8.1,pop/r&b
mr twin sister,8.1,pop/r&b
grimes,8.08,pop/r&b
jamie lidell,8.07,pop/r&b
jeremih,8.05,pop/r&b
the weeknd,8.04,pop/r&b
adrian younge,8.0,pop/r&b
carla morrison,8.0,pop/r&b
ceo,8.0,pop/r&b
christine and the queens,8.0,pop/r&b
gwenno,8.0,pop/r&b
kaytranada,8.0,pop/r&b
langley schools music project,8.0,pop/r&b
lf arnalds,8.0,pop/r&b
lu,8.0,pop/r&b
lucky soul,8.0,pop/r&b
owen pallett,8.0,pop/r&b
seth bogart,8.0,pop/r&b
sissy wish,8.0,pop/r&b
bjrn torske,7.95,pop/r&b
charli xcx,7.95,pop/r&b
cleaners from venus,7.95,pop/r&b
petite noir,7.95,pop/r&b
the free design,7.95,pop/r&b
chvrches,7.93,pop/r&b
mahogany,7.93,pop/r&b
solange,7.93,pop/r&b
bikeride,7.9,pop/r&b
chris bell,7.9,pop/r&b
goodiepal,7.9,pop/r&b
k. michelle,7.9,pop/r&b
lloyd,7.9,pop/r&b
pandr eyez,7.9,pop/r&b
risn murphy,7.9,pop/r&b
sharon jones and the dap-kings,7.88,pop/r&b
the radio dept.,7.88,pop/r&b
kelela,7.87,pop/r&b
u.s. girls,7.87,pop/r&b
niki and the dove,7.85,pop/r&b
dawn richard,7.84,pop/r&b
the blow,7.83,pop/r&b
a mountain of one,7.8,pop/r&b
anderson .paak,7.8,pop/r&b
anna calvi,7.8,pop/r&b
chairlift,7.8,pop/r&b
kathy diamond,7.8,pop/r&b
king,7.8,pop/r&b
kings go forth,7.8,pop/r&b
mike wexler,7.8,pop/r&b
millennium,7.8,pop/r&b
natasha kmeto,7.8,pop/r&b
shamir,7.8,pop/r&b
spanky wilson & the quantic soul orchestra,7.8,pop/r&b
stuart a. staples,7.8,pop/r&b
terrace martin,7.8,pop/r&b
vanessa carlton,7.8,pop/r&b
willie wright,7.8,pop/r&b
candy claws,7.75,pop/r&b
cinerama,7.75,pop/r&b
emperor x,7.75,pop/r&b
slaraffenland,7.75,pop/r&b
dm-funk,7.73,pop/r&b
absolute grey,7.7,pop/r&b
black spade,7.7,pop/r&b
escort,7.7,pop/r&b
jamie woon,7.7,pop/r&b
kleerup,7.7,pop/r&b
lacrosse,7.7,pop/r&b
lianne la havas,7.7,pop/r&b
lights,7.7,pop/r&b
mariah carey,7.7,pop/r&b
olga bell,7.7,pop/r&b
promise and the monster,7.7,pop/r&b
richard x,7.7,pop/r&b
shura,7.7,pop/r&b
simon bookish,7.7,pop/r&b
the divine comedy,7.7,pop/r&b
the samps,7.7,pop/r&b
the walker brothers,7.7,pop/r&b
alunageorge,7.65,pop/r&b
ariana grande,7.65,pop/r&b
brigitte fontaine,7.65,pop/r&b
dean wareham,7.65,pop/r&b
jeremy jay,7.65,pop/r&b
mavis staples,7.65,pop/r&b
twin sister,7.65,pop/r&b
the postmarks,7.63,pop/r&b
bing ji ling,7.6,pop/r&b
casey dienel,7.6,pop/r&b
corinne bailey rae,7.6,pop/r&b
delicate steve,7.6,pop/r&b
departure lounge,7.6,pop/r&b
diskjokke,7.6,pop/r&b
dub colossus,7.6,pop/r&b
exitmusic,7.6,pop/r&b
jessy lanza,7.6,pop/r&b
ken stringfellow,7.6,pop/r&b
laura mvula,7.6,pop/r&b
mary weiss,7.6,pop/r&b
nicole willis & the soul investigators,7.6,pop/r&b
stricken city,7.6,pop/r&b
the go-betweens,7.6,pop/r&b
the oranges band,7.6,pop/r&b
usher,7.6,pop/r&b
ymusic,7.6,pop/r&b
black box recorder,7.57,pop/r&b
rihanna,7.57,pop/r&b
meredith bragg and the terminals,7.55,pop/r&b
sun airway,7.55,pop/r&b
lisa germano,7.53,pop/r&b
about,7.5,pop/r&b
bachelorette,7.5,pop/r&b
bis,7.5,pop/r&b
bound stems,7.5,pop/r&b
charlene,7.5,pop/r&b
cool uncle,7.5,pop/r&b
dj spinna,7.5,pop/r&b
dominique leone,7.5,pop/r&b
finale,7.5,pop/r&b
gallant,7.5,pop/r&b
god help the girl,7.5,pop/r&b
icona pop,7.5,pop/r&b
jon auer,7.5,pop/r&b
kristin kontrol,7.5,pop/r&b
l.a. carnival,7.5,pop/r&b
meanderthals,7.5,pop/r&b
sarah cracknell,7.5,pop/r&b
shrimp boat,7.5,pop/r&b
the delfonics,7.5,pop/r&b
the-drum,7.5,pop/r&b
tinashe,7.47,pop/r&b
amerie,7.45,pop/r&b
andy partridge,7.45,pop/r&b
luke haines,7.45,pop/r&b
the drums,7.45,pop/r&b
secret circuit,7.43,pop/r&b
dan bryk,7.4,pop/r&b
dananananaykroyd,7.4,pop/r&b
florence and the machine,7.4,pop/r&b
georgia anne muldrow,7.4,pop/r&b
greneberg,7.4,pop/r&b
jos james,7.4,pop/r&b
kehlani,7.4,pop/r&b
lee fields & the expressions,7.4,pop/r&b
luke temple,7.4,pop/r&b
moses sumney,7.4,pop/r&b
n.o.i.a.,7.4,pop/r&b
sad13,7.4,pop/r&b
seu jorge,7.4,pop/r&b
the coctails,7.4,pop/r&b
the curtains,7.4,pop/r&b
the internet,7.4,pop/r&b
the nice boys,7.4,pop/r&b
the supreme jubilees,7.4,pop/r&b
via tania,7.4,pop/r&b
yumi zouma,7.4,pop/r&b
la big vic,7.37,pop/r&b
lady gaga,7.35,pop/r&b
pretty & nice,7.35,pop/r&b
pure x,7.33,pop/r&b
adele,7.3,pop/r&b
baby charles,7.3,pop/r&b
bob & gene,7.3,pop/r&b
bonde do rol,7.3,pop/r&b
call and response,7.3,pop/r&b
chin up chin up,7.3,pop/r&b
chris richards,7.3,pop/r&b
ciara,7.3,pop/r&b
f(x),7.3,pop/r&b
foxes in fiction,7.3,pop/r&b
lana del rey,7.3,pop/r&b
lets eat grandma,7.3,pop/r&b
lorde,7.3,pop/r&b
phantogram,7.3,pop/r&b
phantom posse,7.3,pop/r&b
pieces of peace,7.3,pop/r&b
quinn walker,7.3,pop/r&b
razika,7.3,pop/r&b
richard davies,7.3,pop/r&b
so many dynamos,7.3,pop/r&b
the aluminum group,7.3,pop/r&b
the brunettes,7.3,pop/r&b
the edge of daybreak,7.3,pop/r&b
the lonely island,7.3,pop/r&b
the pinker tones,7.3,pop/r&b
the stepkids,7.3,pop/r&b
tim cohen,7.3,pop/r&b
velvet crush,7.3,pop/r&b
carly rae jepsen,7.25,pop/r&b
silje nes,7.25,pop/r&b
aaron abernathy,7.2,pop/r&b
babyface,7.2,pop/r&b
bobby,7.2,pop/r&b
django django,7.2,pop/r&b
erika spring,7.2,pop/r&b
fifth harmony,7.2,pop/r&b
kadhja bonet,7.2,pop/r&b
magic bullets,7.2,pop/r&b
marianne dissard,7.2,pop/r&b
metronomy,7.2,pop/r&b
mr. wright,7.2,pop/r&b
music go music,7.2,pop/r&b
paul de jong,7.2,pop/r&b
pavo pavo,7.2,pop/r&b
"robyn, la bagatelle magique",7.2,pop/r&b
sarah shannon,7.2,pop/r&b
the diminisher,7.2,pop/r&b
the primary 5,7.2,pop/r&b
cody chesnutt,7.15,pop/r&b
partynextdoor,7.15,pop/r&b
alicia keys,7.1,pop/r&b
alsace lorraine,7.1,pop/r&b
ashley park,7.1,pop/r&b
charles bradley,7.1,pop/r&b
dornik,7.1,pop/r&b
dudley perkins,7.1,pop/r&b
enya,7.1,pop/r&b
gena rowlands band,7.1,pop/r&b
heikki,7.1,pop/r&b
jherek bischoff,7.1,pop/r&b
london grammar,7.1,pop/r&b
m,7.1,pop/r&b
madder rose,7.1,pop/r&b
martin carr,7.1,pop/r&b
meow meow,7.1,pop/r&b
mike simonetti,7.1,pop/r&b
pallers,7.1,pop/r&b
rachel grimes,7.1,pop/r&b
romanowski,7.1,pop/r&b
santogold,7.1,pop/r&b
the universe,7.1,pop/r&b
tove lo,7.1,pop/r&b
zhala,7.1,pop/r&b
alfie,7.05,pop/r&b
class actress,7.05,pop/r&b
mugison,7.05,pop/r&b
andrea perry,7.0,pop/r&b
baby elephant,7.0,pop/r&b
cortney tidwell,7.0,pop/r&b
damon albarn,7.0,pop/r&b
daniele baldelli,7.0,pop/r&b
electric soft parade,7.0,pop/r&b
francis and the lights,7.0,pop/r&b
gallygows,7.0,pop/r&b
hospital ships,7.0,pop/r&b
inc.,7.0,pop/r&b
jason falkner,7.0,pop/r&b
jodeci,7.0,pop/r&b
joe pernice,7.0,pop/r&b
john legend,7.0,pop/r&b
jojo,7.0,pop/r&b
leon bridges,7.0,pop/r&b
lullaby baxter,7.0,pop/r&b
mary j. blige,7.0,pop/r&b
mayer hawthorne,7.0,pop/r&b
mind fair,7.0,pop/r&b
molly nilsson,7.0,pop/r&b
moscow club,7.0,pop/r&b
nice device,7.0,pop/r&b
no. 2,7.0,pop/r&b
petracovich,7.0,pop/r&b
plush,7.0,pop/r&b
rainbow arabia,7.0,pop/r&b
readymade,7.0,pop/r&b
sade,7.0,pop/r&b
sapphire slows,7.0,pop/r&b
sebastian blanck,7.0,pop/r&b
skeletons and the girl-faced boys,7.0,pop/r&b
skylar spence,7.0,pop/r&b
tei shi,7.0,pop/r&b
the tears,7.0,pop/r&b
tops,7.0,pop/r&b
ganglians,6.95,pop/r&b
anna wise,6.9,pop/r&b
cocorosie,6.9,pop/r&b
exile,6.9,pop/r&b
fol chen,6.9,pop/r&b
jesca hoop,6.9,pop/r&b
"joan as police woman, benjamin lazar davis",6.9,pop/r&b
kate boy,6.9,pop/r&b
louis philippe,6.9,pop/r&b
melvin van peebles,6.9,pop/r&b
michael kiwanuka,6.9,pop/r&b
norah jones,6.9,pop/r&b
patrick cleandenim,6.9,pop/r&b
shyne,6.9,pop/r&b
sin fang,6.9,pop/r&b
sin fang bous,6.9,pop/r&b
the frequency,6.9,pop/r&b
the teenagers,6.9,pop/r&b
true love always,6.9,pop/r&b
mobb deep,10.0,rap
n.w.a.,9.7,rap
a tribe called quest,9.5,rap
big boi,9.2,rap
digable planets,9.2,rap
non-prophets,9.2,rap
gza,9.15,rap
eminem,9.1,rap
viktor vaughn,9.1,rap
company flow,9.0,rap
king geedorah,9.0,rap
kanye west,8.93,rap
kendrick lamar,8.85,rap
public enemy,8.83,rap
the pharcyde,8.8,rap
chance the rapper,8.75,rap
cam'ron,8.7,rap
madvillain,8.7,rap
dr. dre,8.65,rap
ice cube,8.53,rap
j-live,8.5,rap
"jay z, kanye west",8.5,rap
roll deep,8.5,rap
vince staples,8.43,rap
david banner,8.4,rap
johnson&jonson,8.4,rap
kano,8.4,rap
q-tip,8.4,rap
sage francis,8.4,rap
nas,8.38,rap
mos def,8.35,rap
shabazz palaces,8.33,rap
cage,8.3,rap
cannibal ox,8.3,rap
donnie trumpet & the social experiment,8.3,rap
rob swift,8.3,rap
missy elliott,8.28,rap
run the jewels,8.28,rap
drake,8.26,rap
danny brown,8.25,rap
das racist,8.25,rap
gang starr,8.25,rap
dj quik,8.23,rap
"anticon, jel",8.2,rap
"dj quik, kurupt",8.2,rap
emmanuel jal,8.2,rap
joey purp,8.2,rap
kamaiyah,8.2,rap
meanest man contest,8.2,rap
mf doom,8.2,rap
mr. len,8.2,rap
"prodigy, the alchemist",8.2,rap
tes,8.2,rap
dizzee rascal,8.18,rap
a$ap rocky,8.17,rap
killer mike,8.17,rap
schoolboy q,8.17,rap
de la soul,8.15,rap
earl sweatshirt,8.15,rap
isaiah rashad,8.15,rap
ugk,8.15,rap
aesop rock,8.12,rap
a tribe called red,8.1,rap
"chance the rapper, jeremih",8.1,rap
edan,8.1,rap
"lil wayne, dj drama",8.1,rap
raekwon,8.1,rap
roc marciano,8.1,rap
run-d.m.c.,8.1,rap
sway,8.1,rap
three 6 mafia,8.1,rap
"vic spencer, chris crack",8.1,rap
common,8.08,rap
j dilla,8.08,rap
jay z,8.06,rap
"action bronson, party supplies",8.05,rap
j-zone,8.05,rap
mellowhype,8.05,rap
beanie sigel,8.0,rap
"birdman, young thug, rich homie quan",8.0,rap
cam & china,8.0,rap
captain murphy,8.0,rap
dr. yen lo,8.0,rap
eazy-e,8.0,rap
freddie gibbs,8.0,rap
guilty simpson,8.0,rap
jay rock,8.0,rap
kweku collins,8.0,rap
lifesavas,8.0,rap
"madlib, freddie gibbs",8.0,rap
mike ladd,8.0,rap
noname,8.0,rap
open mike eagle,8.0,rap
outkast,8.0,rap
payroll giovanni,8.0,rap
rhymefest,8.0,rap
the jacka,8.0,rap
the rub,8.0,rap
the streets,8.0,rap
ttc,8.0,rap
vast aire,8.0,rap
lil wayne,7.97,rap
brother ali,7.95,rap
busdriver,7.95,rap
dlek,7.95,rap
el-p,7.95,rap
the roots,7.94,rap
ab-soul,7.9,rap
"azeem, variable unit",7.9,rap
clipse,7.9,rap
clouddead,7.9,rap
e-40,7.9,rap
emc,7.9,rap
eyedea & abilities,7.9,rap
"freeway, the jacka",7.9,rap
ghostface killah,7.9,rap
j. stalin,7.9,rap
jimi tents,7.9,rap
juvenile,7.9,rap
ka,7.9,rap
king louie,7.9,rap
kool a.d.,7.9,rap
nacho picasso,7.9,rap
paul wall,7.9,rap
pharoahe monch,7.9,rap
playboy tre,7.9,rap
prince po,7.9,rap
sasha go hard,7.9,rap
sicko mobb,7.9,rap
terius nash,7.9,rap
"tyler, the creator",7.9,rap
wale,7.9,rap
young bleed,7.9,rap
young thug,7.9,rap
clams casino,7.88,rap
oh no,7.88,rap
talib kweli,7.88,rap
the game,7.87,rap
madlib,7.86,rap
blackalicious,7.85,rap
angel haze,7.8,rap
bbu,7.8,rap
big freedia,7.8,rap
cee-lo green,7.8,rap
chrome,7.8,rap
curren$y,7.8,rap
d.r.a.m.,7.8,rap
danger doom,7.8,rap
"danger mouse, jemini",7.8,rap
devin the dude,7.8,rap
doseone,7.8,rap
"e-40, too $hort",7.8,rap
eric b. & rakim,7.8,rap
fingathing,7.8,rap
gaika,7.8,rap
ilovemakonnen,7.8,rap
infinite livez,7.8,rap
kmd,7.8,rap
kodie shane,7.8,rap
lil' kim,7.8,rap
london o'connor,7.8,rap
mouse on tha track,7.8,rap
"nick catchdubs, jackie chain",7.8,rap
paper route gangstaz,7.8,rap
r. kelly,7.8,rap
rhettmatic,7.8,rap
sixtoo,7.8,rap
skepta,7.8,rap
slum village,7.8,rap
the alchemist,7.8,rap
the cool kids,7.8,rap
ty money,7.8,rap
why khaliq,7.8,rap
quasimoto,7.78,rap
serengeti,7.78,rap
the coup,7.78,rap
yg,7.77,rap
masta killa,7.75,rap
soul position,7.75,rap
the underachievers,7.75,rap
g-side,7.73,rap
lil b,7.73,rap
gucci mane,7.72,rap
lupe fiasco,7.72,rap
"aesop rock, homeboy sandman",7.7,rap
bobby creekwater,7.7,rap
bubba sparxxx,7.7,rap
bun b,7.7,rap
cooly g,7.7,rap
crown city rockers,7.7,rap
danger mouse,7.7,rap
dipset,7.7,rap
dj mustard,7.7,rap
"don trip, starlito",7.7,rap
dreezy,7.7,rap
elzhi,7.7,rap
father,7.7,rap
gunplay,7.7,rap
ill bill,7.7,rap
jadakiss,7.7,rap
"lil b, chance the rapper",7.7,rap
lyrics born,7.7,rap
max b,7.7,rap
nocando,7.7,rap
"radioinactive, antimc",7.7,rap
rae sremmurd,7.7,rap
vic spencer,7.7,rap
willie isz,7.7,rap
azealia banks,7.68,rap
wu-tang clan,7.68,rap
mick jenkins,7.67,rap
action bronson,7.65,rap
freeway,7.65,rap
ty dolla $ign,7.65,rap
jean grae,7.64,rap
big k.r.i.t.,7.63,rap
mr. lif,7.63,rap
pusha t,7.63,rap
the gaslamp killer,7.63,rap
future,7.61,rap
kevin gates,7.61,rap
bj the chicago kid,7.6,rap
cadence weapon,7.6,rap
fetty wap,7.6,rap
fiend,7.6,rap
fugees,7.6,rap
goldlink,7.6,rap
jake one,7.6,rap
jeezy,7.6,rap
le1f,7.6,rap
milo,7.6,rap
murs,7.6,rap
pete rock,7.6,rap
re-up gang,7.6,rap
wiki,7.6,rap
young dro,7.6,rap
davinci,7.57,rap
blu,7.55,rap
boldy james,7.55,rap
food for animals,7.55,rap
mr. muthafuckin exquire,7.55,rap
spaceghostpurrp,7.55,rap
allan kingdom,7.5,rap
bike for three!,7.5,rap
black milk,7.5,rap
blue sky black death,7.5,rap
boogie,7.5,rap
cakes da killa,7.5,rap
deniro farrar,7.5,rap
doomtree,7.5,rap
g perico,7.5,rap
iamsu!,7.5,rap
innanet james,7.5,rap
joey bada$$,7.5,rap
junglepussy,7.5,rap
king l,7.5,rap
kool keith,7.5,rap
large professor,7.5,rap
lizzo,7.5,rap
lucki eck$,7.5,rap
mathematics,7.5,rap
mozzy,7.5,rap
nicki minaj,7.5,rap
odd future wolf gang kill them all,7.5,rap
plan b,7.5,rap
r.a. the rugged man,7.5,rap
reflection eternal,7.5,rap
rich boy,7.5,rap
sage the gemini,7.5,rap
slim thug,7.5,rap
snoop dogg,7.5,rap
speech debelle,7.5,rap
trae,7.5,rap
tree,7.5,rap
troy ave,7.5,rap
vic mensa,7.5,rap
ying yang twins,7.5,rap
rick ross,7.48,rap
t.i.,7.48,rap
dej loaf,7.47,rap
the-dream,7.47,rap
chief keef,7.46,rap
french montana,7.45,rap
jaylib,7.45,rap
mykki blanco,7.45,rap
boosie badazz,7.43,rap
double dagger,7.43,rap
little simz,7.43,rap
saul williams,7.43,rap
wiley,7.43,rap
a$ap ferg,7.4,rap
august alsina,7.4,rap
"boldy james, the alchemist",7.4,rap
brother reade,7.4,rap
cunninlynguists,7.4,rap
"dj fresh, ezale",7.4,rap
"domo genesis, the alchemist",7.4,rap
erick sermon,7.4,rap
fat trel,7.4,rap
immortal technique,7.4,rap
k-os,7.4,rap
lil reese,7.4,rap
meek mill,7.4,rap
plastic little,7.4,rap
quelle chris,7.4,rap
"smoke dza, pete rock",7.4,rap
swet shop boys,7.4,rap
tink,7.4,rap
warren g,7.4,rap
young money,7.4,rap
2 chainz,7.37,rap
waka flocka flame,7.37,rap
atmosphere,7.35,rap
kelis,7.35,rap
lil durk,7.35,rap
mac miller,7.35,rap
project pat,7.35,rap
ratking,7.35,rap
homeboy sandman,7.33,rap
main attrakionz,7.33,rap
andrew broder,7.3,rap
antwon,7.3,rap
baby blak,7.3,rap
beans,7.3,rap
"berner, the jacka",7.3,rap
chinx,7.3,rap
ghostface killah & adrian younge,7.3,rap
j. cole,7.3,rap
jazz cartier,7.3,rap
knxwledge,7.3,rap
labtekwon,7.3,rap
"muja messiah, i self devine",7.3,rap
nef the pharaoh,7.3,rap
oddisee,7.3,rap
open mike eagle & paul white,7.3,rap
roach gigz,7.3,rap
shy glizzy,7.3,rap
sole,7.3,rap
step brothers,7.3,rap
subtitle,7.3,rap
tut,7.3,rap
vado,7.3,rap
white gzus,7.3,rap
migos,7.27,rap
odd nosdam,7.27,rap
beatking,7.25,rap
tunde olaniran,7.25,rap
akrobatik,7.2,rap
"blu, nottz",7.2,rap
buck 65,7.2,rap
cavanaugh,7.2,rap
childish gambino,7.2,rap
chris crack,7.2,rap
domo genesis,7.2,rap
flatbush zombies,7.2,rap
g herbo,7.2,rap
heems,7.2,rap
hieroglyphics,7.2,rap
hit-boy,7.2,rap
kodak black,7.2,rap
lazerbeak,7.2,rap
"madlib, m.e.d., blu",7.2,rap
oddcouple,7.2,rap
pete miser,7.2,rap
ruff sqwad,7.2,rap
sammus,7.2,rap
shad,7.2,rap
"statik selektah, freddie gibbs",7.2,rap
topaz jones,7.2,rap
travis scott,7.2,rap
wiz khalifa,7.2,rap
yea big + kid static,7.2,rap
yoni & geti,7.2,rap
z-ro,7.2,rap
a$ap mob,7.1,rap
amthst,7.1,rap
audio push,7.1,rap
babu,7.1,rap
big sean,7.1,rap
black milk & nat turner,7.1,rap
chester watson,7.1,rap
"davinci, sweet valley",7.1,rap
dj khaled,7.1,rap
hezekiah,7.1,rap
illfightyou,7.1,rap
"jeremiah jae, l'orange",7.1,rap
juicy j,7.1,rap
jurassic 5,7.1,rap
lil bibby,7.1,rap
lodeck,7.1,rap
masta ace,7.1,rap
nobody,7.1,rap
quakers,7.1,rap
questlove,7.1,rap
restiform bodies,7.1,rap
sankofa,7.1,rap
son lux,7.1,rap
"statik selektah, action bronson",7.1,rap
strong arm steady,7.1,rap
swizz beatz,7.1,rap
young l,7.1,rap
"21 savage, metro boomin",7.0,rap
50 cent,7.0,rap
chamillionaire,7.0,rap
consequence,7.0,rap
"danger mouse, daniele luppi",7.0,rap
"drake, future",7.0,rap
goodie mob,7.0,rap
mansbestfriend,7.0,rap
mike jones,7.0,rap
oj da juiceman,7.0,rap
p.o.s.,7.0,rap
rome fortune,7.0,rap
rye rye,7.0,rap
saba,7.0,rap
sound providers,7.0,rap
squadda b,7.0,rap
themind,7.0,rap
vordul mega,7.0,rap
joy division,10.0,rock
slint,10.0,rock
talk talk,10.0,rock
the rolling stones,10.0,rock
the stone roses,10.0,rock
neutral milk hotel,9.75,rock
liz phair,9.6,rock
chuck berry,9.5,rock
gang of four,9.5,rock
minutemen,9.5,rock
public image ltd,9.5,rock
roxy music,9.5,rock
the velvet underground,9.46,rock
funkadelic,9.4,rock
harry nilsson,9.4,rock
pink floyd,9.4,rock
refused,9.4,rock
van morrison,9.4,rock
prince,9.37,rock
"prince, the revolution",9.3,rock
prson sound,9.3,rock
the zombies,9.3,rock
fleetwood mac,9.23,rock
interpol,9.2,rock
"paul mccartney, linda mccartney",9.2,rock
t. rex,9.2,rock
the monks,9.2,rock
the beatles,9.18,rock
talking heads,9.15,rock
the beach boys,9.12,rock
13th floor elevators,9.1,rock
bad brains,9.1,rock
danielson famile,9.1,rock
the dismemberment plan,9.05,rock
radiohead,9.04,rock
girls,9.03,rock
bob dylan,9.01,rock
drive like jehu,9.0,rock
george harrison,9.0,rock
"kleenex, liliput",9.0,rock
liliput,9.0,rock
pavement,9.0,rock
set fire to flames,9.0,rock
the db's,9.0,rock
this mortal coil,9.0,rock
turbonegro,9.0,rock
arcade fire,8.98,rock
the replacements,8.97,rock
orange juice,8.95,rock
big star,8.93,rock
tame impala,8.93,rock
betty davis,8.9,rock
boxhead ensemble,8.9,rock
dirty three,8.9,rock
sugar,8.9,rock
the stooges,8.9,rock
nirvana,8.86,rock
sleater-kinney,8.86,rock
blondie,8.85,rock
oasis,8.85,rock
fleet foxes,8.83,rock
john cale,8.83,rock
ariel pink,8.8,rock
codeine,8.8,rock
fairport convention,8.8,rock
half japanese,8.8,rock
simply saucer,8.8,rock
sly and the family stone,8.8,rock
the byrds,8.8,rock
u.s. maple,8.8,rock
bruce springsteen,8.76,rock
r.e.m.,8.75,rock
sunny day real estate,8.75,rock
the cure,8.73,rock
caf tacuba,8.7,rock
cassetteboy,8.7,rock
cut copy,8.7,rock
gram parsons,8.7,rock
heldon,8.7,rock
hot hot heat,8.7,rock
life without buildings,8.7,rock
pixies,8.7,rock
rhys chatham & his guitar trio all-stars,8.7,rock
robyn hitchcock and the egyptians,8.7,rock
the band,8.7,rock
the staple singers,8.7,rock
thee headcoats,8.7,rock
ty segall band,8.7,rock
the clash,8.68,rock
vampire weekend,8.68,rock
